study,sref,treatment,mid,hid,ts,tid,uid,investment,ttype,netsales,longs,shorts,numshares,mprice,price
10,(45),m3,97,1,2016nov09 01:13:40.477,44145,125,-10,1,208.32678,,,0,0,.48908126
10,(45),m3,97,3,2016nov09 04:08:53.283,44151,73,-1,-1,119.97128,,,0,0,.20417422
10,(45),m3,97,1,2016nov09 04:08:53.283,44151,73,-1,-1,208.32678,,,0,0,.49399665
10,(45),m3,97,2,2016nov09 04:08:53.283,44151,73,-1,-1,159.06001,,,-3.2755177,-.30529526,.3018291
10,(45),m3,97,1,2016nov09 04:51:11.653,44194,86,-5,1,208.32678,,,0,0,.46990418
10,(45),m3,97,3,2016nov09 04:51:11.653,44194,86,-5,1,142.37476,,,22.403465,.22317976,.24298711
10,(45),m3,97,2,2016nov09 04:51:11.653,44194,86,-5,1,159.06001,,,0,0,.28710875
10,(45),m3,97,1,2016nov09 04:53:46.280,44200,93,-2,-1,208.32678,,,0,0,.47939685
10,(45),m3,97,3,2016nov09 04:53:46.280,44200,93,-2,-1,133.87437,,,-8.5003824,-.23528354,.22769442
10,(45),m3,97,2,2016nov09 04:53:46.280,44200,93,-2,-1,159.06001,,,0,0,.2929087
10,(45),m3,97,3,2016nov09 04:53:56.047,44201,93,-5,1,133.87437,,,0,0,.21658964
10,(45),m3,97,1,2016nov09 04:53:56.047,44201,93,-5,1,218.48756,,,10.160777,.49208835,.50478697
10,(45),m3,97,2,2016nov09 04:53:56.047,44201,93,-5,1,159.06001,,,0,0,.27862337
10,(45),m3,97,2,2016nov09 04:54:03.113,44202,93,-2,1,159.06001,,,0,0,.27310628
10,(45),m3,97,1,2016nov09 04:54:03.113,44202,93,-2,1,222.41151,,,3.9239476,.50969082,.51459283
10,(45),m3,97,3,2016nov09 04:54:03.113,44202,93,-2,1,133.87437,,,0,0,.21230088
10,(45),m3,97,2,2016nov09 08:18:30.283,44243,151,-10,1,159.06001,,,0,0,.24711676
10,(45),m3,97,3,2016nov09 08:18:30.283,44243,151,-10,1,133.87437,,,0,0,.19209778
10,(45),m3,97,1,2016nov09 08:18:30.283,44243,151,-10,1,241.00777,,,18.596247,.53774291,.56078547
10,(45),m3,97,2,2016nov09 16:16:27.870,44256,137,-10,-1,110.43182,,,-48.628189,-.20564204,.16793536
10,(45),m3,97,1,2016nov09 16:16:27.870,44256,137,-10,-1,241.00777,,,0,0,.61976379
10,(45),m3,97,3,2016nov09 16:16:27.870,44256,137,-10,-1,133.87437,,,0,0,.21230088
10,(45),m3,97,2,2016nov09 16:20:06.720,44259,137,-5,1,110.43182,,,0,0,.15974504
10,(45),m3,97,3,2016nov09 16:20:06.720,44259,137,-5,1,133.87437,,,0,0,.20194682
10,(45),m3,97,1,2016nov09 16:20:06.720,44259,137,-5,1,248.95604,,,7.9482708,.62906766,.63830811
10,(45),m3,97,2,2016nov09 18:18:49.853,44274,93,-4,-1,110.43182,,,0,0,.16626436
10,(45),m3,97,3,2016nov09 18:18:49.853,44274,93,-4,-1,133.87437,,,0,0,.21018843
10,(45),m3,97,1,2016nov09 18:18:49.853,44274,93,-4,-1,242.61638,,,-6.3396673,-.63094795,.6235472
10,(45),m3,97,1,2016nov09 18:18:58.107,44275,93,-2,-1,239.38927,,,-3.227108,-.61974996,.61594242
10,(45),m3,97,3,2016nov09 18:18:58.107,44275,93,-2,-1,133.87437,,,0,0,.2144345
10,(45),m3,97,2,2016nov09 18:18:58.107,44275,93,-2,-1,110.43182,,,0,0,.16962311
10,(45),m3,97,3,2016nov09 22:56:12.493,44307,80,-5,1,133.87437,,,0,0,.20397641
10,(45),m3,97,2,2016nov09 22:56:12.493,44307,80,-5,1,136.84232,,,26.410492,.1893187,.21012105
10,(45),m3,97,1,2016nov09 22:56:12.493,44307,80,-5,1,239.38927,,,0,0,.58590251
10,(45),m3,97,1,2016nov10 00:03:29.913,44323,143,-5,1,247.77814,,,8.3888693,.59602791,.60609829
10,(45),m3,97,3,2016nov10 00:03:29.913,44323,143,-5,1,133.87437,,,0,0,.19402841
10,(45),m3,97,2,2016nov10 00:03:29.913,44323,143,-5,1,136.84232,,,0,0,.19987336
10,(45),m3,97,3,2016nov10 00:04:04.360,44324,143,-2,1,133.87437,,,0,0,.19018638
10,(45),m3,97,2,2016nov10 00:04:04.360,44324,143,-2,1,146.47061,,,9.6283016,.20772095,.21571691
10,(45),m3,97,1,2016nov10 00:04:04.360,44324,143,-2,1,247.77814,,,0,0,.59409672
10,(45),m3,97,1,2016nov10 14:09:33.653,44339,160,-5,1,256.05597,,,8.2778206,.60402369,.61389291
10,(45),m3,97,3,2016nov10 14:09:33.653,44339,160,-5,1,133.87437,,,0,0,.18091086
10,(45),m3,97,2,2016nov10 14:09:33.653,44339,160,-5,1,146.47061,,,0,0,.20519625
10,(45),m3,97,2,2016nov10 21:27:11.870,44378,74,-10,1,146.47061,,,0,0,.18566923
10,(45),m3,97,3,2016nov10 21:27:11.870,44378,74,-10,1,179.70171,,,45.827332,.2182104,.25885752
10,(45),m3,97,1,2016nov10 21:27:11.870,44378,74,-10,1,256.05597,,,0,0,.55547327
10,(45),m3,97,2,2016nov11 04:38:16.857,44492,145,-10,1,191.35132,,,44.880703,.22281291,.26316306
10,(45),m3,97,3,2016nov11 04:38:16.857,44492,145,-10,1,179.70171,,,0,0,.23422396
10,(45),m3,97,1,2016nov11 04:38:16.857,44492,145,-10,1,256.05597,,,0,0,.50261295
10,(45),m3,97,1,2016nov11 08:43:08.563,44521,138,-6,1,267.65903,,,11.603056,.51710516,.53157854
10,(45),m3,97,2,2016nov11 08:43:08.563,44521,138,-6,1,191.35132,,,0,0,.24783766
10,(45),m3,97,3,2016nov11 08:43:08.563,44521,138,-6,1,179.70171,,,0,0,.22058384
10,(45),m3,97,3,2016nov11 13:45:42.003,44544,148,-8,1,179.70171,,,0,0,.20362456
10,(45),m3,97,1,2016nov11 13:45:42.003,44544,148,-8,1,282.21429,,,14.555279,.54962879,.56759244
10,(45),m3,97,2,2016nov11 13:45:42.003,44544,148,-8,1,191.35132,,,0,0,.22878301
10,(45),m3,97,3,2016nov11 22:45:12.267,44576,65,-10,1,221.34183,,,41.640129,.24015296,.27940965
10,(45),m3,97,1,2016nov11 22:45:12.267,44576,65,-10,1,282.21429,,,0,0,.51357889
10,(45),m3,97,2,2016nov11 22:45:12.267,44576,65,-10,1,191.35132,,,0,0,.20701142
10,(45),m3,97,1,2016nov12 03:55:49.520,44607,90,-1,1,284.15228,,,1.937991,.51599824,.51841891
10,(45),m3,97,3,2016nov12 03:55:49.520,44607,90,-1,1,221.34183,,,0,0,.27662948
10,(45),m3,97,2,2016nov12 03:55:49.520,44607,90,-1,1,191.35132,,,0,0,.20495161
10,(45),m3,97,1,2016nov12 03:55:54.560,44608,90,-1,1,284.15228,,,0,0,.5132606
10,(45),m3,97,2,2016nov12 03:55:54.560,44608,90,-1,1,196.13855,,,4.7872353,.20888883,.21286246
10,(45),m3,97,3,2016nov12 03:55:54.560,44608,90,-1,1,221.34183,,,0,0,.27387697
10,(45),m3,97,3,2016nov14 17:36:51.997,44695,93,-1,-1,217.64111,,,-3.7007155,-.27021801,.26657933
10,(45),m3,97,1,2016nov14 17:36:51.997,44695,93,-1,-1,284.15228,,,0,0,.51841891
10,(45),m3,97,2,2016nov14 17:36:51.997,44695,93,-1,-1,196.13855,,,0,0,.21500176
10,(45),m3,97,3,2016nov14 22:10:58.627,44721,142,-3,-1,217.64111,,,0,0,.2746979
10,(45),m3,97,1,2016nov14 22:10:58.627,44721,142,-3,-1,278.28244,,,-5.8698397,-.51108724,.50375259
10,(45),m3,97,2,2016nov14 22:10:58.627,44721,142,-3,-1,196.13855,,,0,0,.22154954
10,(45),m3,97,3,2016nov14 22:11:11.293,44722,142,-3,1,228.15506,,,10.513952,.28533512,.29613379
10,(45),m3,97,2,2016nov14 22:11:11.293,44722,142,-3,1,196.13855,,,0,0,.21500176
10,(45),m3,97,1,2016nov14 22:11:11.293,44722,142,-3,1,278.28244,,,0,0,.48886445
10,(45),m3,97,1,2016nov14 23:28:36.257,44729,137,-1.99,-1,278.28244,,,0,0,.49869028
10,(45),m3,97,2,2016nov14 23:28:36.257,44729,137,-1.99,-1,186.52682,,,-9.6117315,-.20703866,.19922382
10,(45),m3,97,3,2016nov14 23:28:36.257,44729,137,-1.99,-1,228.15506,,,0,0,.30208588
10,(45),m3,97,2,2016nov15 13:46:26.557,44792,105,-20,1,261.25848,,,74.731651,.26762423,.34437993
10,(45),m3,97,3,2016nov15 13:46:26.557,44792,105,-20,1,228.15506,,,0,0,.247327
10,(45),m3,97,1,2016nov15 13:46:26.557,44792,105,-20,1,278.28244,,,0,0,.40829307
10,(45),m3,97,2,2016nov15 13:46:36.930,44793,105,-20,1,261.25848,,,0,0,.28195447
10,(45),m3,97,3,2016nov15 13:46:36.930,44793,105,-20,1,228.15506,,,0,0,.20249423
10,(45),m3,97,1,2016nov15 13:46:36.930,44793,105,-20,1,321.6076,,,43.325169,.46162543,.51555133
10,(45),m3,97,1,2016nov15 15:26:36.660,44804,79,-10,1,340.1723,,,18.564688,.53865707,.56165272
10,(45),m3,97,2,2016nov15 15:26:36.660,44804,79,-10,1,261.25848,,,0,0,.25512296
10,(45),m3,97,3,2016nov15 15:26:36.660,44804,79,-10,1,228.15506,,,0,0,.18322437
10,(45),m3,97,3,2016nov15 22:46:20.423,44844,95,-5,1,252.82755,,,24.672482,.20265493,.22305898
10,(45),m3,97,2,2016nov15 22:46:20.423,44844,95,-5,1,261.25848,,,0,0,.24268046
10,(45),m3,97,1,2016nov15 22:46:20.423,44844,95,-5,1,340.1723,,,0,0,.53426057
10,(45),m3,97,3,2016nov16 01:06:03.833,44889,161,-10,1,252.82755,,,0,0,.20183212
10,(45),m3,97,1,2016nov16 01:06:03.833,44889,161,-10,1,358.14188,,,17.969585,.55649585,.57858157
10,(45),m3,97,2,2016nov16 01:06:03.833,44889,161,-10,1,261.25848,,,0,0,.21958636
10,(45),m3,97,2,2016nov16 01:35:24.853,44903,139,-10,1,261.25848,,,0,0,.19868992
10,(45),m3,97,3,2016nov16 01:35:24.853,44903,139,-10,1,252.82755,,,0,0,.18262523
10,(45),m3,97,1,2016nov16 01:35:24.853,44903,139,-10,1,374.84354,,,16.701651,.5987432,.61868477
10,(45),m3,97,3,2016nov16 01:35:36.880,44904,139,-5,1,252.82755,,,0,0,.1737185
10,(45),m3,97,2,2016nov16 01:35:36.880,44904,139,-5,1,284.21445,,,22.955956,.2178084,.23777032
10,(45),m3,97,1,2016nov16 01:35:36.880,44904,139,-5,1,374.84354,,,0,0,.58851117
10,(45),m3,97,1,2016nov17 04:02:34.687,44939,127,-7,1,374.84354,,,0,0,.54872417
10,(45),m3,97,2,2016nov17 04:02:34.687,44939,127,-7,1,284.21445,,,0,0,.22169557
10,(45),m3,97,3,2016nov17 04:02:34.687,44939,127,-7,1,287.7092,,,34.881649,.20067859,.22958022
10,(45),m3,97,2,2016nov17 10:15:20.803,44952,150,-1,1,284.21445,,,0,0,.21948966
10,(45),m3,97,1,2016nov17 10:15:20.803,44952,150,-1,1,376.65851,,,1.8149844,.55096889,.55321449
10,(45),m3,97,3,2016nov17 10:15:20.803,44952,150,-1,1,287.7092,,,0,0,.22729586
10,(45),m3,97,3,2016nov17 15:11:27.643,44974,97,-5,1,308.0498,,,20.340591,.24581389,.26498112
10,(45),m3,97,2,2016nov17 15:11:27.643,44974,97,-5,1,284.21445,,,0,0,.20878501
10,(45),m3,97,1,2016nov17 15:11:27.643,44974,97,-5,1,376.65851,,,0,0,.52623385
10,(45),m3,97,1,2016nov17 16:29:47.157,44996,152,-5,1,385.95563,,,9.2971287,.53780043,.54933965
10,(45),m3,97,2,2016nov17 16:29:47.157,44996,152,-5,1,284.21445,,,0,0,.19860247
10,(45),m3,97,3,2016nov17 16:29:47.157,44996,152,-5,1,308.0498,,,0,0,.25205785
10,(45),m3,97,3,2016nov18 00:17:09.657,45017,121,-10,1,342.92157,,,34.87178,.28676483,.32323396
10,(45),m3,97,2,2016nov18 00:17:09.657,45017,121,-10,1,284.21445,,,0,0,.17970295
10,(45),m3,97,1,2016nov18 00:17:09.657,45017,121,-10,1,385.95563,,,0,0,.4970631
10,(45),m3,97,3,2016nov18 04:38:51.967,45025,137,-28.66,-1,342.92157,,,0,0,.43051255
10,(45),m3,97,1,2016nov18 04:38:51.967,45025,137,-28.66,-1,316.3764,,,-69.579208,-.41190466,.33014262
10,(45),m3,97,2,2016nov18 04:38:51.967,45025,137,-28.66,-1,284.21445,,,0,0,.23934482
10,(45),m3,97,3,2016nov18 13:08:31.257,45035,150,-.5,1,342.92157,,,0,0,.42836538
10,(45),m3,97,2,2016nov18 13:08:31.257,45035,150,-.5,1,284.21445,,,0,0,.23815109
10,(45),m3,97,1,2016nov18 13:08:31.257,45035,150,-.5,1,317.88327,,,1.5068747,.33181259,.33348358
10,(45),m3,97,3,2016nov18 21:51:20.707,45048,103,-10,1,342.92157,,,0,0,.38760099
10,(45),m3,97,1,2016nov18 21:51:20.707,45048,103,-10,1,345.29514,,,27.411852,.3648057,.39691105
10,(45),m3,97,2,2016nov18 21:51:20.707,45048,103,-10,1,284.21445,,,0,0,.215488
10,(45),m3,97,2,2016nov18 23:35:02.440,45119,144,-7,1,313.21866,,,29.004208,.24134429,.2685259
10,(45),m3,97,1,2016nov18 23:35:02.440,45119,144,-7,1,345.29514,,,0,0,.37007737
10,(45),m3,97,3,2016nov18 23:35:02.440,45119,144,-7,1,342.92157,,,0,0,.36139673
10,(45),m3,97,3,2016nov19 00:27:29.567,45143,164,-3,1,342.92157,,,0,0,.35071588
10,(45),m3,97,1,2016nov19 00:27:29.567,45143,164,-3,1,353.20328,,,7.9081306,.37935641,.38869441
10,(45),m3,97,2,2016nov19 00:27:29.567,45143,164,-3,1,313.21866,,,0,0,.26058975
10,(45),m3,97,2,2016nov19 00:27:37.273,45144,164,-2,1,313.21866,,,0,0,.25542971
10,(45),m3,97,1,2016nov19 00:27:37.273,45144,164,-2,1,353.20328,,,0,0,.38099772
10,(45),m3,97,3,2016nov19 00:27:37.273,45144,164,-2,1,348.52182,,,5.6002436,.35712734,.36357257
10,(45),m3,97,3,2016nov19 00:27:53.607,45145,164,-2,-1,342.92157,,,-5.6002479,-.35712704,.35071588
10,(45),m3,97,1,2016nov19 00:27:53.607,45145,164,-2,-1,353.20328,,,0,0,.38869441
10,(45),m3,97,2,2016nov19 00:27:53.607,45145,164,-2,-1,313.21866,,,0,0,.26058975
10,(45),m3,97,3,2016nov19 00:28:01.877,45146,164,-2,1,342.92157,,,0,0,.34377119
10,(45),m3,97,2,2016nov19 00:28:01.877,45146,164,-2,1,320.68503,,,7.4663553,.26786831,.27523106
10,(45),m3,97,1,2016nov19 00:28:01.877,45146,164,-2,1,353.20328,,,0,0,.38099772
10,(45),m3,97,2,2016nov20 09:28:49.297,45211,76,-1,1,324.27148,,,3.5864468,.27882752,.28244266
10,(45),m3,97,1,2016nov20 09:28:49.297,45211,76,-1,1,353.20328,,,0,0,.37720674
10,(45),m3,97,3,2016nov20 09:28:49.297,45211,76,-1,1,342.92157,,,0,0,.34035063
10,(45),m3,97,3,2016nov20 09:28:58.233,45212,76,-1,1,345.8317,,,2.9101276,.34362754,.34691426
10,(45),m3,97,1,2016nov20 09:28:58.233,45212,76,-1,1,353.20328,,,0,0,.37345344
10,(45),m3,97,2,2016nov20 09:28:58.233,45212,76,-1,1,324.27148,,,0,0,.2796323
10,(45),m3,97,1,2016nov20 09:29:02.883,45213,76,-1,1,355.85886,,,2.655575,.37656626,.37968773
10,(45),m3,97,3,2016nov20 09:29:02.883,45213,76,-1,1,345.8317,,,0,0,.34346241
10,(45),m3,97,2,2016nov20 09:29:02.883,45213,76,-1,1,324.27148,,,0,0,.2768499
10,(45),m3,97,2,2016nov21 17:26:22.523,45245,160,-1,1,324.27148,,,0,0,.27409521
10,(45),m3,97,3,2016nov21 17:26:22.523,45245,160,-1,1,345.8317,,,0,0,.34004492
10,(45),m3,97,1,2016nov21 17:26:22.523,45245,160,-1,1,358.47137,,,2.6125331,.38277027,.38585991
10,(45),m3,97,2,2016nov21 20:41:10.027,45274,154,-2,1,324.27148,,,0,0,.26866776
10,(45),m3,97,3,2016nov21 20:41:10.027,45274,154,-2,1,345.8317,,,0,0,.33331156
10,(45),m3,97,1,2016nov21 20:41:10.027,45274,154,-2,1,363.57434,,,5.1029654,.39192897,.39802068
10,(45),m3,97,1,2016nov21 20:41:18.450,45275,154,-2,1,363.57434,,,0,0,.39013934
10,(45),m3,97,3,2016nov21 20:41:18.450,45275,154,-2,1,345.8317,,,0,0,.32671154
10,(45),m3,97,2,2016nov21 20:41:18.450,45275,154,-2,1,331.5213,,,7.2498116,.27586925,.28314909
10,(45),m3,97,2,2016nov21 20:41:31.087,45276,154,-2,1,331.5213,,,0,0,.27754238
10,(45),m3,97,3,2016nov21 20:41:31.087,45276,154,-2,1,351.8313,,,5.9996009,.33335552,.34004351
10,(45),m3,97,1,2016nov21 20:41:31.087,45276,154,-2,1,363.57434,,,0,0,.3824141
10,(45),m3,97,1,2016nov22 02:57:21.340,45309,63,-20,1,409.25104,,,45.676689,.4378601,.49436343
10,(45),m3,97,3,2016nov22 02:57:21.340,45309,63,-20,1,351.8313,,,0,0,.27840409
10,(45),m3,97,2,2016nov22 02:57:21.340,45309,63,-20,1,331.5213,,,0,0,.22723249
11,(46),m2,71,1,2016nov08 03:05:11.118,52429,790,30,-1,-53.046215,0,-53.046215,-53.046215,-.56554461,.3704091
11,(46),m2,71,1,2016nov08 03:09:20.546,52464,790,1,-1,-54.62991,0,-54.62991,-1.5836937,-.63143522,.36672348
11,(46),m2,71,1,2016nov08 03:09:44.212,52468,838,4,-1,-60.875156,0,-60.875156,-6.2452455,-.64048725,.35234404
11,(46),m2,71,1,2016nov08 03:12:14.268,52481,777,20,-1,-90.280258,0,-90.280258,-29.405104,-.68015403,.28847492
11,(46),m2,71,1,2016nov08 03:17:52.164,52513,737,1,1,-86.855675,3.424582,-90.280258,3.424582,.29200643,.2955547
11,(46),m2,71,1,2016nov08 03:18:00.167,52515,741,5,1,-70.858803,19.421453,-90.280258,15.996871,.31256112,.3299109
11,(46),m2,71,1,2016nov08 03:25:21.959,52541,757,10,-1,-85.437576,19.421453,-104.85904,-14.578777,-.68592858,.29851574
11,(46),m2,71,1,2016nov08 03:26:10.802,52545,790,.30000001,-1,-85.864967,19.421453,-105.28643,-.42739382,-.70192873,.29762155
11,(46),m2,71,1,2016nov08 03:32:22.582,52550,733,20,-1,-113.26526,19.421453,-132.68672,-27.40029,-.72991931,.24367189
11,(46),m2,71,1,2016nov08 03:39:35.248,52565,790,-1,1,-111.94095,19.421453,-131.36241,1.3243139,.755108,.24612084
11,(46),m2,71,1,2016nov08 03:40:29.380,52567,777,1,-1,-113.26527,19.421453,-132.68674,-1.3243148,-.75510746,.24367189
11,(46),m2,71,1,2016nov08 04:46:21.468,52603,851,10,1,-77.385384,55.301334,-132.68674,35.879883,.27870771,.31564602
11,(46),m2,71,1,2016nov08 04:47:54.584,52607,790,2.78,-1,-81.42202,55.301334,-136.72337,-4.0366378,-.68869197,.30699193
11,(46),m2,71,1,2016nov08 05:09:08.246,52627,748,5,-1,-88.559471,55.301334,-143.86082,-7.1374536,-.70052993,.29201975
11,(46),m2,71,1,2016nov08 05:15:55.001,52634,733,-2,1,-85.72274,55.301334,-141.02454,2.8367317,.7050367,.29791895
11,(46),m2,71,1,2016nov08 08:13:39.821,52671,731,10,1,-55.48893,85.535141,-141.02454,30.233809,.33075556,.36473081
11,(46),m2,71,1,2016nov08 09:39:28.367,52680,790,12.5,-1,-74.517387,85.535141,-160.05299,-19.028458,-.65691084,.32187378
11,(46),m2,71,1,2016nov08 09:40:01.205,52682,790,12.5,-1,-92.44471,85.535141,-177.98032,-17.927324,-.69725966,.28405264
11,(46),m2,71,1,2016nov08 09:49:29.731,52683,790,-.68000001,1,-91.493637,85.535141,-177.0289,.95107478,.7149806,.28599077
11,(46),m2,71,1,2016nov08 11:08:49.900,52713,759,25,-1,-124.98285,85.535141,-210.5181,-33.489208,-.74650913,.22272983
11,(46),m2,71,1,2016nov08 11:11:53.590,52723,790,-34,1,-78.648575,85.535141,-164.1841,46.334274,.73379803,.31292376
11,(46),m2,71,1,2016nov08 11:13:41.136,52727,790,-10,1,-63.740124,85.535141,-149.27611,14.90845,.67076051,.34583423
11,(46),m2,71,1,2016nov08 11:16:21.021,52732,790,1.78,-1,-66.448494,85.535141,-151.98448,-2.7083731,-.65722114,.33973286
11,(46),m2,71,1,2016nov08 11:23:00.724,52734,790,2.5,-1,-70.210892,85.535141,-155.74687,-3.7623961,-.6644702,.33134481
11,(46),m2,71,1,2016nov08 11:49:22.330,52741,790,1.5,-1,-72.445946,85.535141,-157.98193,-2.2350538,-.67112482,.32641172
11,(46),m2,71,1,2016nov08 11:49:54.653,52745,790,1.21,-1,-74.237068,85.535141,-159.77306,-1.7911258,-.67555279,.32248595
11,(46),m2,71,1,2016nov08 12:05:12.869,52750,790,4,-1,-80.086227,85.535141,-165.62221,-5.8491559,-.68385935,.3098411
11,(46),m2,71,1,2016nov08 14:38:31.690,52763,797,2,1,-73.770058,91.851311,-165.62221,6.3161688,.31664765,.32350716
11,(46),m2,71,1,2016nov08 14:41:27.892,52778,797,6,1,-56.278618,109.34275,-165.62221,17.491442,.34302491,.36290303
11,(46),m2,71,1,2016nov08 18:09:59.171,52808,814,20,-1,-86.105064,109.34275,-195.44865,-29.826448,-.67054582,.29711989
11,(46),m2,71,1,2016nov08 19:22:42.491,52830,839,2,1,-79.527176,115.92064,-195.44865,6.5778856,.30404907,.31103784
11,(46),m2,71,1,2016nov08 19:45:35.837,52849,733,5,-1,-86.705078,115.92064,-202.62656,-7.1778994,-.69658262,.29586834
11,(46),m2,71,1,2016nov08 19:55:52.037,52856,790,-5,1,-79.527176,115.92064,-195.44846,7.1779013,.69658244,.31103784
11,(46),m2,71,1,2016nov08 20:48:03.737,52873,817,15,-1,-100.62582,115.92064,-216.5471,-21.098652,-.7109459,.26771274
11,(46),m2,71,1,2016nov08 20:52:49.638,52880,790,.68000001,-1,-101.55328,115.92064,-217.47455,-.92744863,-.73319423,.2658985
11,(46),m2,71,1,2016nov08 20:57:05.104,52884,766,5,-1,-108.30437,115.92064,-224.22565,-6.751092,-.74062091,.25293046
11,(46),m2,71,1,2016nov08 21:02:08.617,52888,790,1.0599999,-1,-109.72072,115.92064,-225.64198,-1.4163486,-.74840331,.25026354
11,(46),m2,71,1,2016nov08 21:02:20.629,52889,790,-1.0700001,1,-108.29099,115.92064,-224.21219,1.4297317,.74839216,.25295576
11,(46),m2,71,1,2016nov08 21:12:57.874,52910,838,-4,1,-102.89946,115.92064,-218.82094,5.3915286,.74190462,.26327908
11,(46),m2,71,1,2016nov08 21:14:22.956,52914,787,20,-1,-129.17622,115.92064,-245.09772,-26.276768,-.7611286,.21555468
11,(46),m2,71,1,2016nov08 21:44:08.485,52923,832,10,-1,-141.75755,115.92064,-257.67905,-12.58133,-.79482853,.19504195
11,(46),m2,71,1,2016nov08 21:47:46.948,52925,790,-1.75,1,-139.57887,115.92064,-255.50005,2.1786811,.80323821,.19848524
11,(46),m2,71,1,2016nov08 23:11:26.404,52938,761,4,-1,-144.54518,115.92064,-260.46637,-4.9663115,-.80542672,.19070251
11,(46),m2,71,1,2016nov08 23:25:23.515,52949,790,.81,-1,-145.5451,115.92064,-261.46628,-.99992096,-.81006402,.18916407
11,(46),m2,71,1,2016nov08 23:32:07.430,52960,790,1.15,-1,-146.9615,115.92064,-262.88266,-1.4163936,-.81192118,.18700114
11,(46),m2,71,1,2016nov08 23:51:49.052,52966,790,.5,-1,-147.57616,115.92064,-263.49731,-.61465037,-.8134706,.18606848
11,(46),m2,71,1,2016nov09 00:54:15.107,52985,743,5,1,-123.23843,140.25836,-263.49731,24.337721,.20544241,.22576438
11,(46),m2,71,1,2016nov09 02:21:10.359,52997,845,3,1,-110.5844,152.9124,-263.49731,12.654033,.23707858,.2486465
11,(46),m2,71,1,2016nov09 04:59:48.761,53024,790,5,-1,-117.18549,152.9124,-270.09839,-6.6010838,-.75745136,.23651987
11,(46),m2,71,1,2016nov09 07:38:24.559,53039,790,2.75,-1,-120.77229,152.9124,-273.68521,-3.5868084,-.7666983,.23010421
11,(46),m2,71,1,2016nov09 07:39:59.344,53043,790,.31999999,-1,-121.18773,152.9124,-274.10065,-.41543937,-.7702688,.22936904
11,(46),m2,71,1,2016nov09 07:46:16.724,53053,776,10,1,-83.445328,190.6548,-274.10065,37.742405,.26495397,.30270427
11,(46),m2,71,1,2016nov09 07:47:36.845,53055,790,1.5,-1,-85.589554,190.6548,-276.24487,-2.1442292,-.69955212,.2981976
11,(46),m2,71,1,2016nov09 07:48:46.187,53058,790,2,-1,-88.427399,190.6548,-279.08273,-2.8378417,-.70476091,.29229289
11,(46),m2,71,1,2016nov09 07:57:16.432,53062,790,2.5799999,-1,-92.053856,190.6548,-282.70917,-3.6264548,-.7114386,.28484818
11,(46),m2,71,1,2016nov09 09:07:50.225,53072,790,.25,-1,-92.403259,190.6548,-283.05856,-.34940091,-.71551043,.28413695
11,(46),m2,71,1,2016nov09 13:33:59.272,53075,797,-4,-1,-107.25312,175.80519,-283.05856,-14.84986,-.26936281,.254922
11,(46),m2,71,1,2016nov10 00:24:25.074,53113,749,10,1,-72.712677,210.34564,-283.05856,34.540447,.28951564,.32582554
11,(46),m2,71,1,2016nov10 05:00:06.303,53131,790,2.96,-1,-77.072426,210.34564,-287.4183,-4.3597484,-.67893827,.31632245
11,(46),m2,71,1,2016nov10 18:21:56.262,53142,776,-10.47,-1,-114.7971,172.62123,-287.4183,-37.724678,-.27753717,.24085988
11,(46),m2,71,1,2016nov10 20:59:23.528,53168,810,1,1,-110.70919,176.70915,-287.4183,4.0879149,.24462348,.24841344
11,(46),m2,71,1,2016nov10 21:39:13.807,53178,819,10,1,-75.406425,212.01192,-287.4183,35.302765,.28326392,.31993636
11,(46),m2,71,1,2016nov10 21:49:13.440,53182,819,-10,-1,-110.70919,176.70915,-287.4183,-35.302765,-.28326392,.24841344
11,(46),m2,71,1,2016nov10 21:55:40.819,53191,819,10,1,-75.406425,212.01192,-287.4183,35.302765,.28326392,.31993636
11,(46),m2,71,1,2016nov10 22:01:20.337,53202,819,-10,-1,-110.70919,176.70915,-287.4183,-35.302765,-.28326392,.24841344
11,(46),m2,71,1,2016nov10 22:22:16.063,53247,727,6,-1,-118.61569,176.70915,-295.32483,-7.9065013,-.75886917,.23394698
11,(46),m2,71,1,2016nov10 22:26:41.084,53257,790,-7.0900002,1,-109.25629,176.70915,-285.96585,9.3594007,.75752717,.25113598
11,(46),m2,71,1,2016nov10 22:27:02.910,53259,790,-8,1,-98.423462,176.70915,-275.13284,10.832832,.73849571,.27205235
11,(46),m2,71,1,2016nov10 22:36:12.827,53280,790,-4,1,-92.886513,176.70915,-269.59586,5.5369506,.72241932,.28315502
11,(46),m2,71,1,2016nov10 23:08:50.003,53294,790,-10,1,-78.643486,176.70915,-255.35286,14.243026,.70209801,.31293467
11,(46),m2,71,1,2016nov10 23:12:32.194,53301,790,-8,1,-66.776222,176.70915,-243.48586,11.867261,.67412353,.33899811
11,(46),m2,71,1,2016nov10 23:21:01.487,53320,724,2,-1,-69.786621,176.70915,-246.49626,-3.0103989,-.6643638,.33228549
11,(46),m2,71,1,2016nov10 23:24:06.503,53331,724,2,-1,-72.767204,176.70915,-249.47684,-2.9805808,-.67101014,.3257058
11,(46),m2,71,1,2016nov11 01:22:34.487,53367,810,-1,-1,-75.869797,173.60623,-249.47684,-3.1025915,-.32231119,.31892902
