study,sref,treatment,mid,hid,ts,tid,uid,investment,ttype,netsales,longs,shorts,numshares,mprice,price
6,(41),m3,94,2,2016nov11 22:44:16.623,44573,65,-15,1,446.01974,,,0,0,.1539546
6,(41),m3,94,2,2016nov12 03:53:47.497,44601,90,-1,1,446.01974,,,0,0,.15242273
6,(41),m3,94,3,2016nov12 03:53:47.497,44601,90,-1,1,602.49243,,,0,0,.72878927
6,(41),m3,94,1,2016nov12 03:53:47.497,44601,90,-1,1,421.08804,,,8.7481394,.11431002,.11878803
6,(41),m3,94,2,2016nov12 03:53:56.517,44602,90,-1,1,452.40509,,,6.3853483,.15660852,.16085623
6,(41),m3,94,1,2016nov12 03:53:56.517,44602,90,-1,1,421.08804,,,0,0,.11760606
6,(41),m3,94,3,2016nov12 03:53:56.517,44602,90,-1,1,602.49243,,,0,0,.72153765
6,(41),m3,94,3,2016nov12 04:01:49.727,44631,90,-2,1,602.49243,,,0,0,.7072503
6,(41),m3,94,1,2016nov12 04:01:49.727,44631,90,-2,1,436.9397,,,15.851652,.12616982,.1350787
6,(41),m3,94,2,2016nov12 04:01:49.727,44631,90,-2,1,452.40509,,,0,0,.15767108
6,(41),m3,94,2,2016nov12 05:50:14.957,44639,64,-5,1,480.55972,,,28.154646,.17759058,.19875196
6,(41),m3,94,3,2016nov12 05:50:14.957,44639,64,-5,1,602.49243,,,0,0,.67275727
6,(41),m3,94,1,2016nov12 05:50:14.957,44639,64,-5,1,436.9397,,,0,0,.12849082
6,(41),m3,94,1,2016nov12 05:50:20.557,44640,64,-5,1,470.51727,,,33.577587,.14890885,.17099476
6,(41),m3,94,3,2016nov12 05:50:20.557,44640,64,-5,1,602.49243,,,0,0,.63994652
6,(41),m3,94,2,2016nov12 05:50:20.557,44640,64,-5,1,480.55972,,,0,0,.18905872
6,(41),m3,94,2,2016nov12 15:06:17.760,44653,96,-2,1,480.55972,,,0,0,.18531509
6,(41),m3,94,1,2016nov12 15:06:17.760,44653,96,-2,1,470.51727,,,0,0,.16760881
6,(41),m3,94,3,2016nov12 15:06:17.760,44653,96,-2,1,605.60034,,,3.1079214,.6435169,.64707607
6,(41),m3,94,3,2016nov13 13:58:04.057,44671,160,-1,1,607.14154,,,1.5412277,.64883339,.65058762
6,(41),m3,94,2,2016nov13 13:58:04.057,44671,160,-1,1,480.55972,,,0,0,.18347123
6,(41),m3,94,1,2016nov13 13:58:04.057,44671,160,-1,1,470.51727,,,0,0,.16594113
6,(41),m3,94,3,2016nov14 15:19:54.613,44680,140,-10,1,607.14154,,,0,0,.58867604
6,(41),m3,94,1,2016nov14 15:19:54.613,44680,140,-10,1,519.60718,,,49.089912,.20370784,.24531232
6,(41),m3,94,2,2016nov14 15:19:54.613,44680,140,-10,1,480.55972,,,0,0,.16601163
6,(41),m3,94,3,2016nov14 16:58:15.407,44690,152,-9,1,621.98151,,,14.839963,.60647053,.62407821
6,(41),m3,94,1,2016nov14 16:58:15.407,44690,152,-9,1,519.60718,,,0,0,.22419856
6,(41),m3,94,2,2016nov14 16:58:15.407,44690,152,-9,1,480.55972,,,0,0,.15172319
6,(41),m3,94,1,2016nov14 17:36:14.697,44694,93,-1,-1,519.60718,,,0,0,.22645178
6,(41),m3,94,3,2016nov14 17:36:14.697,44694,93,-1,-1,621.98151,,,0,0,.63035029
6,(41),m3,94,2,2016nov14 17:36:14.697,44694,93,-1,-1,473.77667,,,-6.7830358,-.14742662,.14319783
6,(41),m3,94,1,2016nov14 19:42:05.410,44714,79,-10,1,519.60718,,,0,0,.20490208
6,(41),m3,94,3,2016nov14 19:42:05.410,44714,79,-10,1,637.41187,,,15.43037,.6480726,.66552716
6,(41),m3,94,2,2016nov14 19:42:05.410,44714,79,-10,1,473.77667,,,0,0,.12957078
6,(41),m3,94,3,2016nov14 22:10:16.787,44719,142,-6,-1,637.41187,,,0,0,.70668113
6,(41),m3,94,2,2016nov14 22:10:16.787,44719,142,-6,-1,414.09308,,,-59.683578,-.10053016,.075746432
6,(41),m3,94,1,2016nov14 22:10:16.787,44719,142,-6,-1,519.60718,,,0,0,.21757254
6,(41),m3,94,1,2016nov14 22:10:30.047,44720,142,-14,1,519.60718,,,0,0,.18914847
6,(41),m3,94,3,2016nov14 22:10:30.047,44720,142,-14,1,656.69244,,,19.280584,.7261191,.74500078
6,(41),m3,94,2,2016nov14 22:10:30.047,44720,142,-14,1,414.09308,,,0,0,.065850779
6,(41),m3,94,1,2016nov15 05:03:41.157,44764,114,-10,1,519.60718,,,0,0,.17114863
6,(41),m3,94,3,2016nov15 05:03:41.157,44764,114,-10,1,669.89777,,,13.205314,.75727093,.76926708
6,(41),m3,94,2,2016nov15 05:03:41.157,44764,114,-10,1,414.09308,,,0,0,.059584256
6,(41),m3,94,2,2016nov15 13:23:14.040,44781,62,-13.72,-1,414.09308,,,0,0,.068346575
6,(41),m3,94,1,2016nov15 13:23:14.040,44781,62,-13.72,-1,519.60718,,,0,0,.19631733
6,(41),m3,94,3,2016nov15 13:23:14.040,44781,62,-13.72,-1,651.66669,,,-18.231064,-.75256169,.73533607
6,(41),m3,94,2,2016nov15 13:43:28.297,44786,101,-20,1,414.09308,,,0,0,.055957425
6,(41),m3,94,1,2016nov15 13:43:28.297,44786,101,-20,1,519.60718,,,0,0,.16073099
6,(41),m3,94,3,2016nov15 13:43:28.297,44786,101,-20,1,677.987,,,26.320284,.75987023,.78331155
6,(41),m3,94,3,2016nov15 13:46:51.987,44794,105,-30,1,677.987,,,0,0,.58029145
6,(41),m3,94,2,2016nov15 13:46:51.987,44794,105,-30,1,612.224,,,198.13094,.15141502,.30063608
6,(41),m3,94,1,2016nov15 13:46:51.987,44794,105,-30,1,519.60718,,,0,0,.11907244
6,(41),m3,94,3,2016nov15 22:46:47.007,44845,95,-10,1,694.64331,,,16.656319,.60037273,.62023199
6,(41),m3,94,2,2016nov15 22:46:47.007,44845,95,-10,1,612.224,,,0,0,.27202681
6,(41),m3,94,1,2016nov15 22:46:47.007,44845,95,-10,1,519.60718,,,0,0,.10774121
6,(41),m3,94,1,2016nov15 23:56:46.463,44874,147,-30,1,519.60718,,,0,0,.079816647
6,(41),m3,94,2,2016nov15 23:56:46.463,44874,147,-30,1,612.224,,,0,0,.20152241
6,(41),m3,94,3,2016nov15 23:56:46.463,44874,147,-30,1,739.37292,,,44.72961,.67069668,.71866095
6,(41),m3,94,1,2016nov16 01:03:17.987,44887,161,-5,1,519.60718,,,0,0,.075923949
6,(41),m3,94,3,2016nov16 01:03:17.987,44887,161,-5,1,746.26416,,,6.8912506,.72555768,.732382
6,(41),m3,94,2,2016nov16 01:03:17.987,44887,161,-5,1,612.224,,,0,0,.19169405
6,(41),m3,94,2,2016nov16 01:33:33.797,44899,139,-10,1,612.224,,,0,0,.17345195
6,(41),m3,94,1,2016nov16 01:33:33.797,44899,139,-10,1,606.53607,,,86.928886,.11503656,.16386142
6,(41),m3,94,3,2016nov16 01:33:33.797,44899,139,-10,1,746.26416,,,0,0,.66268665
6,(41),m3,94,2,2016nov16 23:34:21.617,44906,157,-5,-1,579.21008,,,-33.013912,-.1514513,.13107392
6,(41),m3,94,1,2016nov16 23:34:21.617,44906,157,-5,-1,606.53607,,,0,0,.17226277
6,(41),m3,94,3,2016nov16 23:34:21.617,44906,157,-5,-1,746.26416,,,0,0,.69666332
6,(41),m3,94,2,2016nov16 23:38:40.283,44913,157,-1,1,579.21008,,,0,0,.12976973
6,(41),m3,94,1,2016nov16 23:38:40.283,44913,157,-1,1,612.20642,,,5.6703625,.17635557,.18049891
6,(41),m3,94,3,2016nov16 23:38:40.283,44913,157,-1,1,746.26416,,,0,0,.68973148
6,(41),m3,94,3,2016nov17 02:08:11.700,44924,152,-15,-1,723.70563,,,-22.558538,-.66493672,.63951933
6,(41),m3,94,2,2016nov17 02:08:11.700,44924,152,-15,-1,579.21008,,,0,0,.1507709
6,(41),m3,94,1,2016nov17 02:08:11.700,44924,152,-15,-1,612.20642,,,0,0,.20970979
6,(41),m3,94,2,2016nov17 04:03:09.630,44940,127,-15,1,579.21008,,,0,0,.12976971
6,(41),m3,94,1,2016nov17 04:03:09.630,44940,127,-15,1,612.20642,,,0,0,.18049888
6,(41),m3,94,3,2016nov17 04:03:09.630,44940,127,-15,1,746.26416,,,22.55854,.66493666,.68973136
6,(41),m3,94,3,2016nov17 10:14:24.407,44951,150,-3,1,750.5849,,,4.320715,.69432956,.69890118
6,(41),m3,94,1,2016nov17 10:14:24.407,44951,150,-3,1,612.20642,,,0,0,.17516434
6,(41),m3,94,2,2016nov17 10:14:24.407,44951,150,-3,1,579.21008,,,0,0,.12593444
6,(41),m3,94,3,2016nov17 15:10:46.800,44973,97,-10,1,764.60284,,,14.017959,.71337062,.7275545
6,(41),m3,94,1,2016nov17 15:10:46.800,44973,97,-10,1,612.20642,,,0,0,.15849523
6,(41),m3,94,2,2016nov17 15:10:46.800,44973,97,-10,1,579.21008,,,0,0,.11395018
6,(41),m3,94,2,2016nov17 21:52:24.623,45005,159,-5,1,579.21008,,,0,0,.10839278
6,(41),m3,94,3,2016nov17 21:52:24.623,45005,159,-5,1,771.41266,,,6.8098226,.7342335,.74084181
6,(41),m3,94,1,2016nov17 21:52:24.623,45005,159,-5,1,612.20642,,,0,0,.15076536
6,(41),m3,94,1,2016nov18 00:12:00.903,45014,121,-10,1,665.12677,,,52.920376,.18896313,.23158066
6,(41),m3,94,3,2016nov18 00:12:00.903,45014,121,-10,1,771.41266,,,0,0,.67034149
6,(41),m3,94,2,2016nov18 00:12:00.903,45014,121,-10,1,579.21008,,,0,0,.098077856
6,(41),m3,94,2,2016nov18 16:58:19.393,45039,89,-1,-1,579.21008,,,0,0,.099063545
6,(41),m3,94,3,2016nov18 16:58:19.393,45039,89,-1,-1,771.41266,,,0,0,.67707849
6,(41),m3,94,1,2016nov18 16:58:19.393,45039,89,-1,-1,660.73511,,,-4.3916678,-.22770393,.22385798
6,(41),m3,94,2,2016nov18 16:58:24.167,45040,89,-1,1,588.87299,,,9.6629086,.10348851,.10802802
6,(41),m3,94,3,2016nov18 16:58:24.167,45040,89,-1,1,771.41266,,,0,0,.67034143
6,(41),m3,94,1,2016nov18 16:58:24.167,45040,89,-1,1,660.73511,,,0,0,.22163056
6,(41),m3,94,1,2016nov18 21:44:53.140,45046,164,-10,1,660.73511,,,0,0,.20053963
6,(41),m3,94,2,2016nov18 21:44:53.140,45046,164,-10,1,588.87299,,,0,0,.097747795
6,(41),m3,94,3,2016nov18 21:44:53.140,45046,164,-10,1,785.98633,,,14.573674,.68616879,.70171261
6,(41),m3,94,3,2016nov18 23:32:33.473,45115,164,-3,1,785.98633,,,0,0,.68097389
6,(41),m3,94,1,2016nov18 23:32:33.473,45115,164,-3,1,660.73511,,,0,0,.1946128
6,(41),m3,94,2,2016nov18 23:32:33.473,45115,164,-3,1,615.99487,,,27.121902,.11061171,.12441335
6,(41),m3,94,3,2016nov19 00:45:22.347,45159,81,-5,1,793.24542,,,7.2591138,.68878931,.69653291
6,(41),m3,94,2,2016nov19 00:45:22.347,45159,81,-5,1,615.99487,,,0,0,.11834567
6,(41),m3,94,1,2016nov19 00:45:22.347,45159,81,-5,1,660.73511,,,0,0,.18512148
6,(41),m3,94,2,2016nov19 06:01:53.633,45184,135,-5,1,615.99487,,,0,0,.11257388
6,(41),m3,94,1,2016nov19 06:01:53.633,45184,135,-5,1,660.73511,,,0,0,.176093
6,(41),m3,94,3,2016nov19 06:01:53.633,45184,135,-5,1,800.34802,,,7.1025863,.70396894,.71133316
6,(41),m3,94,2,2016nov19 14:06:17.687,45192,117,-10,1,681.96631,,,65.971405,.15158083,.19702369
6,(41),m3,94,3,2016nov19 14:06:17.687,45192,117,-10,1,800.34802,,,0,0,.64364082
6,(41),m3,94,1,2016nov19 14:06:17.687,45192,117,-10,1,660.73511,,,0,0,.15933552
6,(41),m3,94,3,2016nov21 20:33:07.487,45270,154,-4,1,806.49573,,,6.147718,.65064794,.65761399
6,(41),m3,94,1,2016nov21 20:33:07.487,45270,154,-4,1,660.73511,,,0,0,.15308782
6,(41),m3,94,2,2016nov21 20:33:07.487,45270,154,-4,1,681.96631,,,0,0,.1892982
6,(41),m3,94,3,2016nov21 23:07:48.770,45299,137,-19.299999,-1,775.44824,,,-31.047495,-.62162822,.5847258
6,(41),m3,94,2,2016nov21 23:07:48.770,45299,137,-19.299999,-1,681.96631,,,0,0,.22959659
6,(41),m3,94,1,2016nov21 23:07:48.770,45299,137,-19.299999,-1,660.73511,,,0,0,.18567763
6,(41),m3,94,3,2016nov22 02:59:45.983,45312,63,-10,1,791.98816,,,16.539892,.60459888,.62424451
6,(41),m3,94,2,2016nov22 02:59:45.983,45312,63,-10,1,681.96631,,,0,0,.2077475
6,(41),m3,94,1,2016nov22 02:59:45.983,45312,63,-10,1,660.73511,,,0,0,.16800801
7,(42),m2,68,1,2016nov08 03:02:15.696,52412,813,8,1,15.407136,15.407136,,15.407136,.5192399,.53844184
7,(42),m2,68,1,2016nov08 03:05:11.508,52430,813,2,1,19.090282,19.090282,,3.6831465,.54301399,.54758132
7,(42),m2,68,1,2016nov08 03:07:43.187,52443,729,5,1,28.040703,28.040703,,8.9504213,.55863291,.569646
7,(42),m2,68,1,2016nov08 03:10:13.321,52472,838,6,1,38.346222,38.346222,,10.30552,.58221227,.59470785
7,(42),m2,68,1,2016nov08 03:10:22.463,52473,809,20,1,69.994186,69.994186,,31.647961,.63195223,.66817486
7,(42),m2,68,1,2016nov08 03:11:24.348,52479,777,20,1,98.613876,98.613869,,28.619686,.6988197,.72832459
7,(42),m2,68,1,2016nov08 03:16:41.480,52502,737,5,1,105.41674,105.41673,,6.8028622,.73498476,.74157435
7,(42),m2,68,1,2016nov08 03:21:52.966,52535,757,2,1,108.10441,108.1044,,2.6876702,.7441389,.74669152
7,(42),m2,68,1,2016nov08 03:49:59.591,52572,741,1.5599999,-1,102.08263,108.1044,-6.0217819,-6.0217819,-.25905952,.73513353
7,(42),m2,68,1,2016nov08 04:06:59.051,52586,728,5,-1,84.387459,108.1044,-23.716949,-17.695168,-.28256303,.69928062
7,(42),m2,68,1,2016nov08 04:40:01.124,52602,851,5,1,91.463104,115.18005,-23.716949,7.0756426,.7066496,.71394688
7,(42),m2,68,1,2016nov08 05:02:32.833,52614,755,3,1,95.640289,119.35723,-23.716949,4.1771889,.71818632,.72240102
7,(42),m2,68,1,2016nov08 05:07:41.214,52625,748,10,1,109.23185,132.94879,-23.716949,13.591563,.73575056,.74881804
7,(42),m2,68,1,2016nov08 06:23:56.803,52649,725,4,1,114.53855,138.25549,-23.716949,5.3066998,.75376415,.75866705
7,(42),m2,68,1,2016nov08 06:57:03.078,52666,837,50,1,176.33134,200.04829,-23.716949,61.792797,.80915582,.85362417
7,(42),m2,68,1,2016nov08 08:11:28.344,52670,731,10,1,187.94998,211.66693,-23.716949,11.618633,.86068642,.86755365
7,(42),m2,68,1,2016nov08 10:01:57.923,52689,836,10,-1,129.50162,211.66693,-82.165314,-58.448368,-.17109117,.78499502
7,(42),m2,68,1,2016nov08 11:04:36.478,52710,844,10,1,142.07468,224.23997,-82.165314,12.573051,.79535186,.80545545
7,(42),m2,68,1,2016nov08 14:00:15.089,52752,802,25,1,172.27956,254.44485,-82.165314,30.204874,.82768101,.84848857
7,(42),m2,68,1,2016nov08 17:48:26.524,52803,784,10,-1,119.56174,254.44485,-134.88315,-52.717823,-.18968917,.76774418
7,(42),m2,68,1,2016nov08 19:18:51.439,52827,839,6,1,127.30811,262.19122,-134.88315,7.7463789,.77455544,.78126973
7,(42),m2,68,1,2016nov08 19:26:32.326,52833,778,20,1,152.2585,287.1416,-134.88315,24.95038,.80159098,.8209188
7,(42),m2,68,1,2016nov08 20:49:01.753,52875,766,5,1,158.3168,293.19992,-134.88315,6.0583014,.82531381,.82965273
7,(42),m2,68,1,2016nov08 21:11:13.806,52906,838,-5,-1,152.2585,287.14139,-134.88315,-6.0582972,-.8253144,.8209188
7,(42),m2,68,1,2016nov08 23:06:45.978,52935,761,2,1,154.68953,289.57242,-134.88315,2.4310343,.82269508,.82446486
7,(42),m2,68,1,2016nov09 02:24:25.671,52999,845,3,-1,138.69084,289.57242,-150.88182,-15.998681,-.18751545,.80009824
7,(42),m2,68,1,2016nov09 03:45:43.042,53022,839,10,1,151.04062,301.92221,-150.88182,12.349779,.80973107,.81912136
7,(42),m2,68,1,2016nov09 07:41:38.669,53047,769,5,1,157.11182,307.99341,-150.88182,6.0711904,.82356173,.82794297
7,(42),m2,68,1,2016nov10 00:23:25.716,53110,749,5,-1,131.0302,307.99341,-176.96344,-26.081614,-.19170593,.78756368
7,(42),m2,68,1,2016nov10 01:55:08.117,53116,839,6,1,138.58882,315.55203,-176.96344,7.55863,.79379463,.79993498
7,(42),m2,68,1,2016nov10 04:47:24.243,53128,808,10,1,150.94098,327.90417,-176.96344,12.35215,.80957568,.81897372
7,(42),m2,68,1,2016nov10 18:47:25.140,53145,736,5,-1,126.00336,327.90417,-201.90105,-24.937614,-.20050034,.77903187
7,(42),m2,68,1,2016nov10 20:58:15.247,53167,810,1,-1,121.55552,327.90417,-206.34889,-4.4478474,-.22482786,.77128041
7,(42),m2,68,1,2016nov10 22:06:28.094,53216,820,10,1,134.33844,340.6871,-206.34889,12.782917,.78229403,.79304594
7,(42),m2,68,1,2016nov10 22:12:44.882,53232,727,6,1,141.84673,348.19537,-206.34889,7.5082846,.79911727,.805098
7,(42),m2,68,1,2016nov10 22:27:32.255,53263,766,2,1,144.32494,350.67358,-206.34889,2.4782176,.80703163,.80895734
7,(42),m2,68,1,2016nov10 23:20:13.002,53317,724,10,1,156.54741,362.89606,-206.34889,12.222469,.8181653,.82713741
7,(42),m2,68,1,2016nov11 00:48:30.825,53355,781,10,1,168.51668,374.86533,-206.34889,11.969269,.83547294,.84358752
7,(42),m2,68,1,2016nov11 03:45:22.460,53394,744,9,1,179.09991,385.44858,-206.34889,10.583239,.85040134,.85704976
7,(42),m2,68,1,2016nov11 04:15:35.913,53414,763,15,1,196.39664,402.7453,-206.34889,17.296724,.86721623,.87696159
7,(42),m2,68,1,2016nov11 04:21:07.132,53435,763,25,1,224.4529,430.80154,-206.34889,28.056261,.89106673,.90417755
7,(42),m2,68,1,2016nov11 05:41:48.327,53459,767,3.7,1,228.53711,434.88577,-206.34889,4.0842166,.90592653,.90765822
7,(42),m2,68,1,2016nov11 06:16:42.876,53479,741,3,-1,200.03409,434.88577,-234.85193,-28.503029,-.10525198,.88083285
7,(42),m2,68,1,2016nov11 21:02:27.662,53573,794,10,1,211.31332,446.16501,-234.85193,11.279235,.88658494,.89217311
7,(42),m2,68,1,2016nov13 13:05:57.903,53611,755,-3.72,-1,207.1342,441.98782,-234.85193,-4.1791186,-.89013988,.88808644
7,(42),m2,68,1,2016nov14 00:51:29.037,53627,760,5,1,212.7469,447.60052,-234.85193,5.6127071,.8908357,.8935445
7,(42),m2,68,1,2016nov14 18:56:40.980,53660,841,15,1,229.39279,464.24643,-234.85193,16.645889,.9011234,.90837288
7,(42),m2,68,1,2016nov14 21:00:59.636,53662,810,1,-1,218.98512,464.24643,-245.2596,-10.407668,-.096083,.89933443
7,(42),m2,68,1,2016nov14 23:07:42.140,53671,790,.1,-1,217.99615,464.24643,-246.24857,-.98897308,-.10111499,.89843553
7,(42),m2,68,1,2016nov15 04:00:41.493,53721,845,3,-1,191.77094,464.24643,-272.47379,-26.225227,-.11439367,.8718828
7,(42),m2,68,1,2016nov15 11:12:14.623,53749,735,7,1,199.75946,472.23495,-272.47379,7.9885244,.87625694,.8805443
7,(42),m2,68,1,2016nov15 12:32:05.472,53778,775,10,1,211.04219,483.51767,-272.47379,11.282724,.88631076,.89191198
7,(42),m2,68,1,2016nov15 15:27:17.578,53795,745,5,-1,172.22075,483.51767,-311.29523,-38.821445,-.12879479,.84841299
7,(42),m2,68,1,2016nov15 23:35:09.073,53872,843,10,1,183.90674,495.20367,-311.29523,11.685995,.85572517,.86283839
7,(42),m2,68,1,2016nov15 23:37:44.636,53878,843,-1,-1,182.74684,494.04367,-311.29523,-1.1598952,-.86214685,.86145985
7,(42),m2,68,1,2016nov16 00:06:04.365,53891,753,25,1,211.24236,522.53918,-311.29523,28.495516,.87733102,.89210486
7,(42),m2,68,1,2016nov16 00:09:44.980,53902,753,-17,-1,191.97571,503.27267,-311.29523,-19.266645,-.8823539,.87211132
7,(42),m2,68,1,2016nov16 00:17:25.836,53920,842,3,-1,170.61523,503.27267,-332.6557,-21.360472,-.14044634,.84633654
7,(42),m2,68,1,2016nov16 00:19:18.374,53925,840,29,1,204.08446,536.74188,-332.6557,33.469227,.8664676,.88501924
7,(42),m2,68,1,2016nov16 00:25:28.656,53947,840,-1,-1,202.95381,535.61169,-332.6557,-1.1306455,-.8844505,.88386369
7,(42),m2,68,1,2016nov16 00:30:30.172,53953,840,-3,-1,199.55286,532.21069,-332.6557,-3.40096,-.88210386,.88032681
7,(42),m2,68,1,2016nov16 00:31:19.297,53954,840,-4,-1,194.99652,527.65466,-332.6557,-4.5563321,-.87789911,.87544286
7,(42),m2,68,1,2016nov16 00:38:26.082,53962,840,-4,-1,190.41418,523.07269,-332.6557,-4.5823412,-.87291622,.8703596
7,(42),m2,68,1,2016nov16 03:07:40.450,54008,829,15,1,207.46773,540.12622,-332.6557,17.053537,.87958288,.88841748
7,(42),m2,68,1,2016nov16 22:39:31.983,54038,743,2,-1,190.82785,540.12622,-349.29559,-16.639877,-.12019319,.87082565
7,(42),m2,68,1,2016nov17 01:24:03.224,54054,794,1,1,191.97533,541.27368,-349.29559,1.1474837,.87147206,.8721109
7,(42),m2,68,1,2016nov17 03:15:14.642,54055,729,-3,-1,188.52774,537.82629,-349.29559,-3.4475901,-.87017304,.8682161
7,(42),m2,68,1,2016nov17 07:17:11.971,54083,796,10,1,199.96185,549.26038,-349.29559,11.43411,.87457621,.88075703
7,(42),m2,68,1,2016nov17 07:19:21.045,54086,796,-10,-1,188.52774,537.82629,-349.29559,-11.434112,-.87457603,.8682161
7,(42),m2,68,1,2016nov17 07:55:53.110,54091,765,5,1,194.26529,543.56378,-349.29559,5.737546,.87145269,.87464333
7,(42),m2,68,1,2016nov17 08:00:46.546,54093,765,5,1,199.96185,549.26038,-349.29559,5.696569,.87772131,.88075703
7,(42),m2,68,1,2016nov17 23:38:54.960,54110,826,70,1,276.55521,625.85376,-349.29559,76.593353,.91391742,.94078571
7,(42),m2,68,1,2016nov18 16:54:39.589,54164,804,30,1,308.17337,657.47186,-349.29559,31.61816,.94882178,.95613295
7,(42),m2,68,1,2016nov18 16:59:38.001,54172,741,3,-1,255.44957,657.47186,-402.01938,-52.723801,-.0569003,.92787498
7,(42),m2,68,1,2016nov19 02:21:37.374,54236,827,10,-1,165.50766,657.47186,-491.9613,-89.94191,-.11118288,.83957601
7,(42),m2,68,1,2016nov19 02:35:38.495,54239,743,-2,1,178.68167,657.47186,-478.78741,13.174009,.15181407,.85653657
7,(42),m2,68,1,2016nov19 02:52:22.495,54251,828,15,-1,103.16096,657.47186,-554.30811,-75.520706,-.19862102,.73722786
7,(42),m2,68,1,2016nov19 03:07:05.034,54256,790,-.25999999,1,104.15405,657.47186,-553.31915,.99308038,.26181161,.73914713
7,(42),m2,68,1,2016nov19 06:03:01.117,54300,800,2,1,106.85043,660.16827,-553.31915,2.6963847,.74173391,.74431241
7,(42),m2,68,1,2016nov19 21:58:20.441,54318,794,1,1,108.19166,661.50952,-553.31915,1.3412272,.74558586,.74685651
7,(42),m2,68,1,2016nov20 03:09:55.149,54329,789,10,1,121.36622,674.68408,-553.31915,13.174563,.75903845,.77094626
7,(42),m2,68,1,2016nov20 05:44:07.852,54336,794,1,1,122.66141,675.97925,-553.31915,1.2951866,.77208948,.77322543
7,(42),m2,68,1,2016nov20 23:18:26.255,54337,834,50,1,183.58257,736.90039,-553.31915,60.921154,.82073295,.8624543
7,(42),m2,68,1,2016nov20 23:45:11.276,54343,834,-10,-1,171.89105,725.20923,-553.31915,-11.691507,-.85532171,.84798849
7,(42),m2,68,1,2016nov20 23:49:52.794,54345,834,-10,-1,159.98775,713.30627,-553.31915,-11.903301,-.84010309,.83200127
7,(42),m2,68,1,2016nov21 00:14:13.063,54350,834,-5,-1,153.94708,707.26526,-553.31915,-6.0406685,-.82772297,.8233878
7,(42),m2,68,1,2016nov21 03:54:17.418,54363,848,3,1,157.57901,710.89716,-553.31915,3.631923,.82600874,.82860744
7,(42),m2,68,1,2016nov21 09:00:20.372,54372,850,10,-1,109.73062,710.89716,-601.16754,-47.848389,-.20899345,.74975502
7,(42),m2,68,1,2016nov21 15:56:57.119,54412,776,5,1,116.34533,717.5119,-601.16754,6.6147075,.75589132,.76195961
7,(42),m2,68,1,2016nov21 16:13:57.812,54420,800,5,1,122.85746,724.02405,-601.16754,6.5121336,.76779753,.77356899
7,(42),m2,68,1,2016nov21 20:53:26.907,54433,810,-3,1,136.84381,724.02405,-587.18103,13.98635,.21449484,.79712766
7,(42),m2,68,1,2016nov21 22:30:24.613,54452,743,1,-1,132.00868,724.02405,-592.01617,-4.8351359,-.20681942,.78919613
7,(42),m2,68,1,2016nov21 22:34:01.113,54465,842,-4.1399999,1,153.37521,724.02405,-570.6557,21.366529,.19376099,.82255465
7,(42),m2,68,1,2016nov21 22:57:18.311,54497,816,2,1,155.80147,726.45026,-570.6557,2.4262486,.82431787,.82606828
7,(42),m2,68,1,2016nov21 23:15:00.141,54530,840,1,1,157.01074,727.65955,-570.6557,1.2092805,.82693803,.8277989
7,(42),m2,68,1,2016nov21 23:15:08.939,54531,840,1,1,158.21751,728.86633,-570.6557,1.206776,.82865417,.82951236
7,(42),m2,68,1,2016nov21 23:15:16.069,54532,840,1,1,159.42181,730.07062,-570.6557,1.204294,.83036202,.83120877
7,(42),m2,68,1,2016nov22 01:21:59.321,54558,794,1,1,160.62366,731.27246,-570.6557,1.2018509,.83204997,.83288825
7,(42),m2,68,1,2016nov22 01:24:21.796,54560,794,2,1,163.02017,733.66901,-570.6557,2.3965096,.83454704,.83619726
7,(42),m2,68,1,2016nov22 02:11:22.822,54568,753,-5,-1,157.01074,727.65997,-570.6557,-6.0094299,-.83202565,.8277989
7,(42),m2,68,1,2016nov22 02:12:32.367,54570,753,-2.6600001,-1,153.78841,724.44,-570.6557,-3.2223403,-.82548702,.82315695
7,(42),m2,68,1,2016nov22 02:18:58.467,54573,753,5,-1,128.33006,724.44,-596.11401,-25.458345,-.19639926,.78301108
7,(42),m3,95,2,2016nov08 03:06:37.543,43590,137,-5,1,0,,,0,0,.23780736
7,(42),m3,95,1,2016nov08 03:06:37.543,43590,137,-5,1,79.076576,,,9.761857,.51219761,.52438527
7,(42),m3,95,3,2016nov08 03:06:37.543,43590,137,-5,1,0,,,0,0,.23780736
7,(42),m3,95,3,2016nov08 03:07:09.943,43593,93,-11,1,0,,,0,0,.21303594
7,(42),m3,95,2,2016nov08 03:07:09.943,43593,93,-11,1,0,,,0,0,.21303594
7,(42),m3,95,1,2016nov08 03:07:09.943,43593,93,-11,1,99.104324,,,20.027744,.54923809,.57392812
7,(42),m3,95,3,2016nov08 04:38:41.643,43636,98,-10,1,0,,,0,0,.1927629
7,(42),m3,95,2,2016nov08 04:38:41.643,43636,98,-10,1,0,,,0,0,.1927629
7,(42),m3,95,1,2016nov08 04:38:41.643,43636,98,-10,1,115.9306,,,16.826283,.59430832,.61447424
7,(42),m3,95,1,2016nov08 05:07:43.447,43664,124,-10,1,131.72974,,,15.799133,.63294613,.65116185
7,(42),m3,95,2,2016nov08 05:07:43.447,43664,124,-10,1,0,,,0,0,.17441908
7,(42),m3,95,3,2016nov08 05:07:43.447,43664,124,-10,1,0,,,0,0,.17441908
