study,sref,treatment,pid,uid,m2_b,m2_c,m3_b1,m3_b2,m3_b3,m3_c,active
1,(40),m2,AGNPX,761,.30000001,4,,,,,1
1,(40),m2,AIRBM,850,0,2,,,,,1
1,(40),m2,ARLEI,770,.60000002,1,,,,,1
1,(40),m2,BBECX,840,.15000001,5,,,,,1
1,(40),m2,BHPTI,844,.1,5,,,,,1
1,(40),m2,BIYDE,794,.1,1,,,,,1
1,(40),m2,BKCFP,827,.15000001,3,,,,,1
1,(40),m2,BNPKB,779,.1,5,,,,,1
1,(40),m2,BZRFC,826,.25,2,,,,,1
1,(40),m2,CHIBT,784,0,4,,,,,1
1,(40),m2,CHJWI,762,.25,5,,,,,1
1,(40),m2,COGEW,742,0,5,,,,,
1,(40),m2,CUCGB,781,.050000001,2,,,,,1
1,(40),m2,CYLLX,780,.34999999,3,,,,,1
1,(40),m2,CYWGM,744,.1,5,,,,,1
1,(40),m2,DBEOL,768,.050000001,4,,,,,
1,(40),m2,DCRKI,832,.02,4,,,,,1
1,(40),m2,DLIYI,842,.15000001,3,,,,,1
1,(40),m2,DOPFI,746,0,3,,,,,
1,(40),m2,DPJYN,759,.1,1,,,,,1
1,(40),m2,DRIUI,788,.0099999998,3,,,,,1
1,(40),m2,DSMMR,748,.1,3,,,,,1
1,(40),m2,DUYEG,786,.40000001,3,,,,,1
1,(40),m2,EDRGS,782,.2,1,,,,,1
1,(40),m2,EFVYH,764,.2,4,,,,,1
1,(40),m2,EMHKN,736,.75,2,,,,,1
1,(40),m2,FDEEF,740,.2,3,,,,,1
1,(40),m2,FGOQM,783,.1,2,,,,,1
1,(40),m2,FTHMZ,743,.69999999,2,,,,,1
1,(40),m2,FZDWW,796,.1,2,,,,,1
1,(40),m2,FZMNK,841,.5,3,,,,,1
1,(40),m2,GLFJZ,754,.2,1,,,,,1
1,(40),m2,GZRWQ,819,.050000001,5,,,,,1
1,(40),m2,HARNQ,727,.80000001,5,,,,,1
1,(40),m2,HBEWR,752,.1,3,,,,,
1,(40),m2,HBQXZ,851,.050000001,3,,,,,1
1,(40),m2,HEJKB,812,.050000001,2,,,,,1
1,(40),m2,HFNSC,737,.1,3,,,,,1
1,(40),m2,HJBDQ,799,.27000001,4,,,,,1
1,(40),m2,HJEZS,810,.050000001,3,,,,,1
1,(40),m2,IBCCH,777,.1,6,,,,,1
1,(40),m2,ITXLG,755,.07,3,,,,,1
1,(40),m2,IXRCJ,805,.2,3,,,,,1
1,(40),m2,JAYYJ,734,.050000001,3,,,,,1
1,(40),m2,JDVOM,756,.2,4,,,,,1
1,(40),m2,JFFDX,820,.60000002,3,,,,,1
1,(40),m2,JJAGL,800,.40000001,1,,,,,1
1,(40),m2,JUSNB,817,.050000001,5,,,,,1
1,(40),m2,JVWRC,831,0,1,,,,,1
1,(40),m2,JXCTF,751,.02,2,,,,,1
1,(40),m2,KBPUC,767,.15000001,2,,,,,1
1,(40),m2,KCPRJ,813,.1,2,,,,,1
1,(40),m2,KIYTT,772,.050000001,1,,,,,1
1,(40),m2,KRWHP,732,0,5,,,,,
1,(40),m2,KSQVW,769,.1,5,,,,,1
1,(40),m2,LFMEQ,823,.2,2,,,,,
1,(40),m2,LYFOV,828,.050000001,7,,,,,1
1,(40),m2,MHKGW,771,.30000001,3,,,,,1
1,(40),m2,MLXQY,791,.050000001,3,,,,,1
1,(40),m2,MPQVV,846,.1,5,,,,,1
1,(40),m2,MWDSM,792,.1,3,,,,,1
1,(40),m2,MWTSC,818,.33000001,3,,,,,1
1,(40),m2,MXZEG,849,.5,3,,,,,1
1,(40),m2,NDNSG,847,.050000001,3,,,,,
1,(40),m2,NERZB,816,.17,3,,,,,1
1,(40),m2,OEXJH,745,.1,1,,,,,1
1,(40),m2,OJYDQ,730,.25,4,,,,,1
1,(40),m2,OLPSA,741,.30000001,4,,,,,1
1,(40),m2,OPSPN,735,.050000001,2,,,,,1
1,(40),m2,OTJYA,807,.050000001,5,,,,,1
1,(40),m2,PDSGL,757,.050000001,3,,,,,1
1,(40),m2,PGVWP,749,.02,3,,,,,1
1,(40),m2,PPZPY,822,.30000001,1,,,,,
1,(40),m2,PVBVQ,773,.02,3,,,,,1
1,(40),m2,PWJJQ,806,.30000001,4,,,,,1
1,(40),m2,QCTQV,803,.050000001,3,,,,,
1,(40),m2,QRNNV,778,.30000001,6,,,,,1
1,(40),m2,QYBZC,763,0,5,,,,,1
1,(40),m2,RJKJF,790,.029999999,5,,,,,1
1,(40),m2,RKDZV,793,.02,2,,,,,1
1,(40),m2,RKTOH,774,.1,5,,,,,1
1,(40),m2,RQOBK,798,.1,1,,,,,
1,(40),m2,RTXTZ,738,.050000001,2,,,,,1
1,(40),m2,RZIII,728,.0099999998,5,,,,,1
1,(40),m2,SKXRF,750,.34999999,3,,,,,1
1,(40),m2,SNNRO,801,.1,2,,,,,1
1,(40),m2,SOOYS,766,0,1,,,,,1
1,(40),m2,SVOWQ,802,.34999999,2,,,,,1
1,(40),m2,SXMNT,775,.89999998,6,,,,,1
1,(40),m2,TDFNU,739,.2,2,,,,,
1,(40),m2,TDLLY,808,.2,3,,,,,1
1,(40),m2,TICTG,747,.0099999998,6,,,,,1
1,(40),m2,TLEEF,821,.1,2,,,,,1
1,(40),m2,TNUTC,785,.2,3,,,,,1
1,(40),m2,TPMTB,838,.19,1,,,,,1
1,(40),m2,TQUSO,829,.30000001,5,,,,,1
1,(40),m2,TVNAD,760,.30000001,4,,,,,1
1,(40),m2,TYDLF,848,.15000001,3,,,,,1
1,(40),m2,TZHAK,833,0,6,,,,,1
1,(40),m2,UFEYS,776,.2,5,,,,,1
1,(40),m2,UONRK,804,.40000001,2,,,,,1
1,(40),m2,UXMBH,835,.1,3,,,,,1
1,(40),m2,UYSCS,797,.5,1,,,,,1
1,(40),m2,VBFGR,824,.40000001,2,,,,,1
1,(40),m2,VEOXL,834,.14,5,,,,,1
1,(40),m2,VHWFI,836,.2,1,,,,,1
1,(40),m2,VQQGL,726,.25,5,,,,,1
1,(40),m2,VSYYJ,843,.5,1,,,,,1
1,(40),m2,WEESC,729,.2,5,,,,,1
1,(40),m2,WEZFA,787,.2,5,,,,,1
1,(40),m2,WOVCG,815,.2,1,,,,,
1,(40),m2,WTOCY,809,.2,4,,,,,1
1,(40),m2,WUKAA,731,.2,1,,,,,1
1,(40),m2,XDCSW,753,.0099999998,1,,,,,1
1,(40),m2,XEPOZ,837,.2,4,,,,,1
1,(40),m2,XJMAV,733,.050000001,2,,,,,1
1,(40),m2,XMREM,830,.050000001,1,,,,,1
1,(40),m2,XPQFY,758,.050000001,2,,,,,1
1,(40),m2,YIQTI,814,.30000001,5,,,,,1
1,(40),m2,YJPRG,825,.60000002,3,,,,,
1,(40),m2,YKWAH,839,.5,2,,,,,1
1,(40),m2,YMKYG,724,.050000001,1,,,,,1
1,(40),m2,YPCFD,795,.0099999998,4,,,,,1
1,(40),m2,YQXIE,811,.69999999,3,,,,,1
1,(40),m2,YUMWF,765,.1,7,,,,,1
1,(40),m2,YYYQL,725,0,2,,,,,1
1,(40),m2,ZHMDL,789,.050000001,5,,,,,1
1,(40),m2,ZJGNP,845,.25,2,,,,,1
1,(40),m3,AFKFA,146,,,.2,.2,.6000000238418579,1,1
1,(40),m3,AYJQH,156,,,.2,.2,.6000000238418579,3,1
1,(40),m3,BGRYT,162,,,0,0,1,4,1
1,(40),m3,BNSRX,102,,,.01,.02,.9700000286102295,6,
1,(40),m3,BRCTI,125,,,.05,.15,.800000011920929,6,1
1,(40),m3,BUTQG,68,,,.05,.05,.8999999761581421,4,1
1,(40),m3,BXBPO,113,,,0,0,1,4,1
1,(40),m3,BYUFT,122,,,.02,.01,.9700000286102295,4,1
1,(40),m3,CQEXW,78,,,.35,.25,.4000000059604645,2,
1,(40),m3,CTDTP,144,,,.2,.4,.4000000059604645,1,1
1,(40),m3,CTPQT,83,,,.1,.4,.5,3,1
1,(40),m3,DDLIA,157,,,.2,.1,.699999988079071,3,1
1,(40),m3,DMIIF,158,,,0,.05,.949999988079071,6,1
1,(40),m3,DOPUB,62,,,0,0,1,5,1
1,(40),m3,EALGQ,101,,,.05,.05,.8999999761581421,5,1
1,(40),m3,EXHNR,112,,,.75,.2,.0500000007450581,2,
1,(40),m3,FFVHW,153,,,.05,.05,.8999999761581421,2,1
1,(40),m3,FJTDI,126,,,.1,.2,.699999988079071,3,1
1,(40),m3,FOMBY,76,,,.05,.1,.8500000238418579,3,1
1,(40),m3,FRHWQ,91,,,.01,.04,.949999988079071,3,1
1,(40),m3,GCPKB,161,,,0,0,1,2,1
1,(40),m3,GFHGK,86,,,0,.1,.8999999761581421,4,1
1,(40),m3,GLYRR,135,,,.1,.1,.800000011920929,5,1
1,(40),m3,GOQTH,94,,,.1,.3,.6000000238418579,4,1
1,(40),m3,HDWQD,115,,,.1,.5,.4000000059604645,2,1
1,(40),m3,HKTWT,151,,,0,.2,.800000011920929,1,1
1,(40),m3,HSACH,107,,,.1,.3,.6000000238418579,2,1
1,(40),m3,HWAXH,85,,,.1,.5,.4000000059604645,2,1
1,(40),m3,HWHKM,75,,,.1,.15,.75,5,1
1,(40),m3,HXXGB,80,,,.8,.16,.0399999991059303,6,1
1,(40),m3,IEZOP,73,,,.1,.4,.5,2,1
1,(40),m3,IKPCK,139,,,.3,.4,.300000011920929,2,1
1,(40),m3,IXIJM,105,,,0,.4,.6000000238418579,1,1
1,(40),m3,JDMRD,100,,,.5,.1,.4000000059604645,5,1
1,(40),m3,JERHM,93,,,.05,.03,.9200000166893005,4,1
1,(40),m3,JJWQH,127,,,0,0,1,3,1
1,(40),m3,KGDEO,66,,,.15,.25,.6000000238418579,5,1
1,(40),m3,KMTVC,108,,,.01,.01,.9800000190734863,5,1
1,(40),m3,KPQUF,67,,,.1,.1,.800000011920929,5,1
1,(40),m3,KXHZX,79,,,.15,.15,.699999988079071,5,1
1,(40),m3,KYQVB,81,,,.15,.15,.699999988079071,4,1
1,(40),m3,LCSDI,134,,,.02,.02,.9599999785423279,3,1
1,(40),m3,LJPBD,145,,,.025,.075,.8999999761581421,4,1
1,(40),m3,LMKYB,106,,,.4,.2,.4000000059604645,1,1
1,(40),m3,LVFGB,88,,,.1,.1,.800000011920929,6,1
1,(40),m3,LXMYX,130,,,.2,.2,.6000000238418579,1,1
1,(40),m3,LYXBB,95,,,0,0,1,6,1
1,(40),m3,MLVJZ,129,,,0,0,1,7,
1,(40),m3,MMOYA,87,,,0,0,1,6,1
1,(40),m3,MNRLM,120,,,.33,.33,.3400000035762787,1,
1,(40),m3,MQOED,65,,,.01,.01,.9800000190734863,3,1
1,(40),m3,MREFB,149,,,.5,.3,.2000000029802322,2,
1,(40),m3,MUPMA,116,,,.05,.05,.8999999761581421,3,1
1,(40),m3,MYWHH,110,,,.05,.2,.75,1,1
1,(40),m3,NLTVU,160,,,.15,.05,.800000011920929,5,1
1,(40),m3,NQYQN,154,,,.4,.2,.4000000059604645,4,1
1,(40),m3,OAKPV,128,,,.5,.15,.3499999940395355,4,1
1,(40),m3,OCSVL,121,,,.2,.3,.5,2,1
1,(40),m3,ODNWH,77,,,.8,.2,0,3,
1,(40),m3,OOJMX,159,,,.45,.1,.449999988079071,3,1
1,(40),m3,OPAXV,114,,,.05,.15,.800000011920929,5,1
1,(40),m3,PEOLU,142,,,.05,.05,.8999999761581421,1,1
1,(40),m3,PHTZT,150,,,.1,.01,.8899999856948853,2,1
1,(40),m3,POXNY,148,,,.25,.2,.550000011920929,2,1
1,(40),m3,PYBWP,71,,,0,0,1,5,1
1,(40),m3,PZCZV,96,,,.1,.2,.699999988079071,3,1
1,(40),m3,QECXS,117,,,.05,.05,.8999999761581421,1,1
1,(40),m3,QHNUD,143,,,.1,.3,.6000000238418579,1,1
1,(40),m3,QKAZU,109,,,.1,.2,.699999988079071,4,1
1,(40),m3,QRVVY,82,,,.3,.15,.550000011920929,1,1
1,(40),m3,QVBAP,104,,,0,0,1,6,1
1,(40),m3,QXEPS,89,,,.3,.3,.4000000059604645,4,1
1,(40),m3,REAVM,155,,,.2,.23,.5699999928474426,4,1
1,(40),m3,RLFXE,124,,,.01,.01,.9800000190734863,6,1
1,(40),m3,RRFWI,152,,,0,0,1,6,1
1,(40),m3,RRKTM,84,,,0,0,1,3,1
1,(40),m3,RSFYN,90,,,.1,.2,.699999988079071,4,1
1,(40),m3,SIBYL,99,,,.35,.05,.6000000238418579,2,1
1,(40),m3,SLETN,132,,,.2,.3,.5,6,1
1,(40),m3,SLKSA,136,,,0,.2,.800000011920929,5,1
1,(40),m3,SNJRM,123,,,.1,.1,.800000011920929,5,
1,(40),m3,TPCGC,72,,,0,0,1,4,
1,(40),m3,USYLJ,92,,,.1,.1,.800000011920929,1,
1,(40),m3,UUYLF,164,,,.1,.1,.800000011920929,5,1
1,(40),m3,UWXVV,74,,,.1,.2,.699999988079071,3,1
1,(40),m3,VTIEK,137,,,0,0,1,5,1
1,(40),m3,VTWWG,64,,,.1,.1,.800000011920929,4,1
1,(40),m3,VWIIZ,119,,,.1,.8,.1000000014901161,5,
1,(40),m3,VWQJN,98,,,.05,.05,.8999999761581421,4,1
1,(40),m3,VWTHZ,118,,,.05,.1,.8500000238418579,1,1
1,(40),m3,WOZHY,141,,,.05,.05,.8999999761581421,6,1
1,(40),m3,WSKMW,69,,,.2,.2,.6000000238418579,2,1
1,(40),m3,WTZSC,131,,,.3,.3,.4000000059604645,1,
1,(40),m3,WVBUA,147,,,.1,.4,.5,5,1
1,(40),m3,XCRTP,133,,,.1,.2,.699999988079071,1,1
1,(40),m3,XYJIX,140,,,.1,.3,.6000000238418579,2,1
1,(40),m3,YEXRD,138,,,.4,.45,.1500000059604645,7,1
1,(40),m3,YGDVU,103,,,.3,.2,.5,6,1
1,(40),m3,YHEMK,70,,,.1,.1,.800000011920929,2,1
1,(40),m3,YHGBZ,163,,,.8,.15,.0500000007450581,6,1
1,(40),m3,YIPBA,97,,,.05,.15,.800000011920929,5,1
1,(40),m3,YSSFZ,111,,,.05,.1,.8500000238418579,6,1
1,(40),m3,ZCZJN,61,,,.05,.05,.8999999761581421,5,1
1,(40),m3,ZDOYC,63,,,.2,.2,.6000000238418579,2,1
2,(41),m2,AGNPX,761,.1,2,,,,,1
2,(41),m2,AIRBM,850,.75,2,,,,,1
2,(41),m2,ARLEI,770,.69999999,1,,,,,1
2,(41),m2,BBECX,840,.079999998,4,,,,,1
2,(41),m2,BHPTI,844,.40000001,2,,,,,1
2,(41),m2,BIYDE,794,.60000002,2,,,,,1
2,(41),m2,BKCFP,827,.60000002,1,,,,,1
2,(41),m2,BNPKB,779,.69999999,5,,,,,1
2,(41),m2,BZRFC,826,.60000002,2,,,,,1
2,(41),m2,CHIBT,784,.2,4,,,,,1
2,(41),m2,CHJWI,762,.89999998,4,,,,,1
2,(41),m2,COGEW,742,.60000002,2,,,,,
2,(41),m2,CUCGB,781,.64999998,1,,,,,1
2,(41),m2,CYLLX,780,.2,2,,,,,1
2,(41),m2,CYWGM,744,.80000001,5,,,,,1
2,(41),m2,DBEOL,768,.69999999,2,,,,,
2,(41),m2,DCRKI,832,.30000001,3,,,,,1
2,(41),m2,DLIYI,842,.80000001,3,,,,,1
2,(41),m2,DOPFI,746,.2,3,,,,,
2,(41),m2,DPJYN,759,.60000002,1,,,,,1
2,(41),m2,DRIUI,788,.40000001,1,,,,,1
2,(41),m2,DSMMR,748,.85000002,1,,,,,1
2,(41),m2,DUYEG,786,.85000002,1,,,,,1
2,(41),m2,EDRGS,782,.30000001,1,,,,,1
2,(41),m2,EFVYH,764,.69999999,4,,,,,1
2,(41),m2,EMHKN,736,.5,1,,,,,1
2,(41),m2,FDEEF,740,.2,2,,,,,1
2,(41),m2,FGOQM,783,.5,2,,,,,1
2,(41),m2,FTHMZ,743,.80000001,2,,,,,1
2,(41),m2,FZDWW,796,.25,2,,,,,1
2,(41),m2,FZMNK,841,.5,1,,,,,1
2,(41),m2,GLFJZ,754,.30000001,1,,,,,1
2,(41),m2,GZRWQ,819,.2,3,,,,,1
2,(41),m2,HARNQ,727,.050000001,5,,,,,1
2,(41),m2,HBEWR,752,.5,3,,,,,
2,(41),m2,HBQXZ,851,.30000001,2,,,,,1
2,(41),m2,HEJKB,812,.60000002,2,,,,,1
2,(41),m2,HFNSC,737,.64999998,2,,,,,1
2,(41),m2,HJBDQ,799,.95999998,4,,,,,1
2,(41),m2,HJEZS,810,.89999998,2,,,,,1
2,(41),m2,IBCCH,777,.80000001,1,,,,,1
2,(41),m2,ITXLG,755,.80000001,1,,,,,1
2,(41),m2,IXRCJ,805,.5,1,,,,,1
2,(41),m2,JAYYJ,734,.34999999,3,,,,,1
2,(41),m2,JDVOM,756,.80000001,1,,,,,1
2,(41),m2,JFFDX,820,.80000001,4,,,,,1
2,(41),m2,JJAGL,800,.67000002,1,,,,,1
2,(41),m2,JUSNB,817,.89999998,5,,,,,1
2,(41),m2,JVWRC,831,0,1,,,,,1
2,(41),m2,JXCTF,751,.1,3,,,,,1
2,(41),m2,KBPUC,767,.30000001,1,,,,,1
2,(41),m2,KCPRJ,813,.85000002,1,,,,,1
2,(41),m2,KIYTT,772,0,1,,,,,1
2,(41),m2,KRWHP,732,.5,6,,,,,
2,(41),m2,KSQVW,769,.050000001,3,,,,,1
2,(41),m2,LFMEQ,823,.25,2,,,,,
2,(41),m2,LYFOV,828,.5,3,,,,,1
2,(41),m2,MHKGW,771,.5,2,,,,,1
2,(41),m2,MLXQY,791,.69999999,1,,,,,1
2,(41),m2,MPQVV,846,.15000001,3,,,,,1
2,(41),m2,MWDSM,792,.5,1,,,,,1
2,(41),m2,MWTSC,818,.60000002,3,,,,,1
2,(41),m2,MXZEG,849,.5,2,,,,,1
2,(41),m2,NDNSG,847,.0099999998,1,,,,,
2,(41),m2,NERZB,816,.85000002,1,,,,,1
2,(41),m2,OEXJH,745,.30000001,1,,,,,1
2,(41),m2,OJYDQ,730,.5,2,,,,,1
2,(41),m2,OLPSA,741,.5,6,,,,,1
2,(41),m2,OPSPN,735,.33000001,1,,,,,1
2,(41),m2,OTJYA,807,.1,4,,,,,1
2,(41),m2,PDSGL,757,.2,1,,,,,1
2,(41),m2,PGVWP,749,.34999999,1,,,,,1
2,(41),m2,PPZPY,822,.69999999,5,,,,,
2,(41),m2,PVBVQ,773,.80000001,4,,,,,1
2,(41),m2,PWJJQ,806,.60000002,1,,,,,1
2,(41),m2,QCTQV,803,.1,1,,,,,
2,(41),m2,QRNNV,778,.60000002,5,,,,,1
2,(41),m2,QYBZC,763,.60000002,2,,,,,1
2,(41),m2,RJKJF,790,.91000003,3,,,,,1
2,(41),m2,RKDZV,793,.34,2,,,,,1
2,(41),m2,RKTOH,774,.75,3,,,,,1
2,(41),m2,RQOBK,798,.30000001,1,,,,,
2,(41),m2,RTXTZ,738,.80000001,3,,,,,1
2,(41),m2,RZIII,728,.050000001,3,,,,,1
2,(41),m2,SKXRF,750,.94999999,2,,,,,1
2,(41),m2,SNNRO,801,.2,1,,,,,1
2,(41),m2,SOOYS,766,.2,1,,,,,1
2,(41),m2,SVOWQ,802,.5,1,,,,,1
2,(41),m2,SXMNT,775,.75,1,,,,,1
2,(41),m2,TDFNU,739,.69999999,2,,,,,
2,(41),m2,TDLLY,808,.80000001,4,,,,,1
2,(41),m2,TICTG,747,.80000001,5,,,,,1
2,(41),m2,TLEEF,821,.60000002,1,,,,,1
2,(41),m2,TNUTC,785,.050000001,3,,,,,1
2,(41),m2,TPMTB,838,.090000004,1,,,,,1
2,(41),m2,TQUSO,829,.60000002,4,,,,,1
2,(41),m2,TVNAD,760,1,5,,,,,1
2,(41),m2,TYDLF,848,.25,3,,,,,1
2,(41),m2,TZHAK,833,.2,1,,,,,1
2,(41),m2,UFEYS,776,.94999999,2,,,,,1
2,(41),m2,UONRK,804,.34999999,2,,,,,1
2,(41),m2,UXMBH,835,.2,2,,,,,1
2,(41),m2,UYSCS,797,.85000002,1,,,,,1
2,(41),m2,VBFGR,824,.64999998,1,,,,,1
2,(41),m2,VEOXL,834,.25,2,,,,,1
2,(41),m2,VHWFI,836,.5,1,,,,,1
2,(41),m2,VQQGL,726,.2,7,,,,,1
2,(41),m2,VSYYJ,843,.5,1,,,,,1
2,(41),m2,WEESC,729,.69999999,1,,,,,1
2,(41),m2,WEZFA,787,.69999999,3,,,,,1
2,(41),m2,WOVCG,815,.2,1,,,,,
2,(41),m2,WTOCY,809,.80000001,1,,,,,1
2,(41),m2,WUKAA,731,.55000001,3,,,,,1
2,(41),m2,XDCSW,753,.1,1,,,,,1
2,(41),m2,XEPOZ,837,.75,2,,,,,1
2,(41),m2,XJMAV,733,.40000001,1,,,,,1
2,(41),m2,XMREM,830,1,1,,,,,1
2,(41),m2,XPQFY,758,.2,1,,,,,1
2,(41),m2,YIQTI,814,.5,4,,,,,1
2,(41),m2,YJPRG,825,.64999998,2,,,,,
2,(41),m2,YKWAH,839,.60000002,2,,,,,1
2,(41),m2,YMKYG,724,.1,2,,,,,1
2,(41),m2,YPCFD,795,.02,3,,,,,1
2,(41),m2,YQXIE,811,.60000002,3,,,,,1
2,(41),m2,YUMWF,765,.80000001,6,,,,,1
2,(41),m2,YYYQL,725,0,1,,,,,1
2,(41),m2,ZHMDL,789,.34999999,2,,,,,1
2,(41),m2,ZJGNP,845,.69999999,2,,,,,1
2,(41),m3,AFKFA,146,,,.2000000029802322,.300000011920929,.5,1,1
2,(41),m3,AYJQH,156,,,.800000011920929,.1000000014901161,.1000000014901161,2,1
2,(41),m3,BGRYT,162,,,0,0,1,2,1
2,(41),m3,BNSRX,102,,,.0500000007450581,.1000000014901161,.8500000238418579,3,
2,(41),m3,BRCTI,125,,,.1000000014901161,.2000000029802322,.699999988079071,5,1
2,(41),m3,BUTQG,68,,,.8999999761581421,.0500000007450581,.0500000007450581,3,1
2,(41),m3,BXBPO,113,,,.0500000007450581,.1500000059604645,.800000011920929,2,1
2,(41),m3,BYUFT,122,,,.6000000238418579,.300000011920929,.1000000014901161,2,1
2,(41),m3,CQEXW,78,,,.4000000059604645,.300000011920929,.300000011920929,2,
2,(41),m3,CTDTP,144,,,.4000000059604645,.300000011920929,.300000011920929,1,1
2,(41),m3,CTPQT,83,,,.3499999940395355,.5,.1500000059604645,3,1
2,(41),m3,DDLIA,157,,,.5,.2000000029802322,.300000011920929,2,1
2,(41),m3,DMIIF,158,,,.8999999761581421,.0500000007450581,.0500000007450581,4,1
2,(41),m3,DOPUB,62,,,.5,.5,0,5,1
2,(41),m3,EALGQ,101,,,.8500000238418579,.1000000014901161,.0500000007450581,3,1
2,(41),m3,EXHNR,112,,,.1500000059604645,.699999988079071,.1500000059604645,2,
2,(41),m3,FFVHW,153,,,.4000000059604645,.4000000059604645,.2000000029802322,2,1
2,(41),m3,FJTDI,126,,,.4000000059604645,.2000000029802322,.4000000059604645,1,1
2,(41),m3,FOMBY,76,,,.1500000059604645,.3499999940395355,.5,2,1
2,(41),m3,FRHWQ,91,,,.800000011920929,.1500000059604645,.0500000007450581,2,1
2,(41),m3,GCPKB,161,,,0,0,1,2,1
2,(41),m3,GFHGK,86,,,.1000000014901161,.5,.4000000059604645,2,1
2,(41),m3,GLYRR,135,,,.1000000014901161,.1000000014901161,.800000011920929,5,1
2,(41),m3,GOQTH,94,,,.4000000059604645,.4000000059604645,.2000000029802322,3,1
2,(41),m3,HDWQD,115,,,.1000000014901161,.300000011920929,.6000000238418579,3,1
2,(41),m3,HKTWT,151,,,.1000000014901161,.449999988079071,.449999988079071,1,1
2,(41),m3,HSACH,107,,,.1000000014901161,.2000000029802322,.699999988079071,3,1
2,(41),m3,HWAXH,85,,,.300000011920929,.6000000238418579,.1000000014901161,1,1
2,(41),m3,HWHKM,75,,,.3499999940395355,.550000011920929,.1000000014901161,2,1
2,(41),m3,HXXGB,80,,,.8999999761581421,.0900000035762787,.0099999997764826,2,1
2,(41),m3,IEZOP,73,,,.5,.4000000059604645,.1000000014901161,1,1
2,(41),m3,IKPCK,139,,,.300000011920929,.300000011920929,.4000000059604645,2,1
2,(41),m3,IXIJM,105,,,1,0,0,3,1
2,(41),m3,JDMRD,100,,,.6000000238418579,.2000000029802322,.2000000029802322,3,1
2,(41),m3,JERHM,93,,,.699999988079071,.2000000029802322,.1000000014901161,2,1
2,(41),m3,JJWQH,127,,,.6000000238418579,.25,.1500000059604645,4,1
2,(41),m3,KGDEO,66,,,.3499999940395355,.3499999940395355,.300000011920929,3,1
2,(41),m3,KMTVC,108,,,.0500000007450581,.0500000007450581,.8999999761581421,2,1
2,(41),m3,KPQUF,67,,,.8999999761581421,.1000000014901161,0,5,1
2,(41),m3,KXHZX,79,,,.300000011920929,.300000011920929,.4000000059604645,4,1
2,(41),m3,KYQVB,81,,,.75,.2300000041723251,.0199999995529652,2,1
2,(41),m3,LCSDI,134,,,.1500000059604645,.1500000059604645,.699999988079071,2,1
2,(41),m3,LJPBD,145,,,.3499999940395355,.449999988079071,.2000000029802322,3,1
2,(41),m3,LMKYB,106,,,1,0,0,1,1
2,(41),m3,LVFGB,88,,,.5,.300000011920929,.2000000029802322,7,1
2,(41),m3,LXMYX,130,,,.3400000035762787,.3300000131130219,.3300000131130219,1,1
2,(41),m3,LYXBB,95,,,.4000000059604645,.4000000059604645,.2000000029802322,1,1
2,(41),m3,MLVJZ,129,,,1,0,0,6,
2,(41),m3,MMOYA,87,,,.6000000238418579,.25,.1500000059604645,1,1
2,(41),m3,MNRLM,120,,,.800000011920929,.1000000014901161,.1000000014901161,1,
2,(41),m3,MQOED,65,,,.0500000007450581,.0500000007450581,.8999999761581421,2,1
2,(41),m3,MREFB,149,,,.5,.300000011920929,.2000000029802322,2,
2,(41),m3,MUPMA,116,,,.1000000014901161,.4000000059604645,.5,2,1
2,(41),m3,MYWHH,110,,,.2000000029802322,.300000011920929,.5,1,1
2,(41),m3,NLTVU,160,,,.699999988079071,.1500000059604645,.1500000059604645,3,1
2,(41),m3,NQYQN,154,,,.800000011920929,.1500000059604645,.0500000007450581,2,1
2,(41),m3,OAKPV,128,,,.75,.1500000059604645,.1000000014901161,4,1
2,(41),m3,OCSVL,121,,,.1000000014901161,.2000000029802322,.699999988079071,4,1
2,(41),m3,ODNWH,77,,,.2000000029802322,.4000000059604645,.4000000059604645,1,
2,(41),m3,OOJMX,159,,,.8999999761581421,.0700000002980232,.0299999993294477,2,1
2,(41),m3,OPAXV,114,,,.2000000029802322,.699999988079071,.1000000014901161,6,1
2,(41),m3,PEOLU,142,,,.6000000238418579,.1000000014901161,.300000011920929,1,1
2,(41),m3,PHTZT,150,,,.6000000238418579,.0500000007450581,.3499999940395355,1,1
2,(41),m3,POXNY,148,,,.75,.1000000014901161,.1500000059604645,2,1
2,(41),m3,PYBWP,71,,,.300000011920929,0,.699999988079071,1,1
2,(41),m3,PZCZV,96,,,.4000000059604645,.449999988079071,.1500000059604645,4,1
2,(41),m3,QECXS,117,,,.9800000190734863,.0199999995529652,0,1,1
2,(41),m3,QHNUD,143,,,.800000011920929,.1000000014901161,.1000000014901161,1,1
2,(41),m3,QKAZU,109,,,.1000000014901161,.300000011920929,.6000000238418579,4,1
2,(41),m3,QRVVY,82,,,.3499999940395355,.2000000029802322,.449999988079071,1,1
2,(41),m3,QVBAP,104,,,.1500000059604645,.1500000059604645,.699999988079071,3,1
2,(41),m3,QXEPS,89,,,.6600000262260437,.2000000029802322,.1400000005960465,2,1
2,(41),m3,REAVM,155,,,.5,.3199999928474426,.1800000071525574,3,1
2,(41),m3,RLFXE,124,,,.9800000190734863,.0099999997764826,.0099999997764826,5,1
2,(41),m3,RRFWI,152,,,.2000000029802322,.5,.300000011920929,2,1
2,(41),m3,RRKTM,84,,,0,.300000011920929,.699999988079071,3,1
