study,sref,treatment,pid,uid,m2_b,m2_c,m3_b1,m3_b2,m3_b3,m3_c,active
12,(49),m3,BYUFT,122,,,.7200000286102295,.0900000035762787,.1899999976158142,2,1
12,(49),m3,CQEXW,78,,,.4000000059604645,.300000011920929,.300000011920929,2,
12,(49),m3,CTDTP,144,,,.0500000007450581,.1000000014901161,.8500000238418579,1,1
12,(49),m3,CTPQT,83,,,.2000000029802322,.5,.300000011920929,3,1
12,(49),m3,DDLIA,157,,,.6000000238418579,.300000011920929,.1000000014901161,2,1
12,(49),m3,DMIIF,158,,,0,.1000000014901161,.8999999761581421,2,1
12,(49),m3,DOPUB,62,,,0,.1000000014901161,.8999999761581421,2,1
12,(49),m3,EALGQ,101,,,.4000000059604645,.2000000029802322,.4000000059604645,2,1
12,(49),m3,EXHNR,112,,,.1500000059604645,.550000011920929,.300000011920929,1,
12,(49),m3,FFVHW,153,,,.300000011920929,.300000011920929,.4000000059604645,2,1
12,(49),m3,FJTDI,126,,,.1500000059604645,.1000000014901161,.75,2,1
12,(49),m3,FOMBY,76,,,.0500000007450581,.1000000014901161,.8500000238418579,2,1
12,(49),m3,FRHWQ,91,,,.800000011920929,.1500000059604645,.0500000007450581,5,1
12,(49),m3,GCPKB,161,,,0,0,1,1,1
12,(49),m3,GFHGK,86,,,.0099999997764826,.300000011920929,.6899999976158142,1,1
12,(49),m3,GLYRR,135,,,.300000011920929,.2000000029802322,.5,5,1
12,(49),m3,GOQTH,94,,,.1000000014901161,.300000011920929,.6000000238418579,3,1
12,(49),m3,HDWQD,115,,,.3300000131130219,.3300000131130219,.3400000035762787,1,1
12,(49),m3,HKTWT,151,,,.1000000014901161,.4000000059604645,.5,3,1
12,(49),m3,HSACH,107,,,.2000000029802322,.300000011920929,.5,2,1
12,(49),m3,HWAXH,85,,,.300000011920929,.5,.2000000029802322,1,1
12,(49),m3,HWHKM,75,,,.449999988079071,.300000011920929,.25,2,1
12,(49),m3,HXXGB,80,,,.6000000238418579,.300000011920929,.1000000014901161,1,1
12,(49),m3,IEZOP,73,,,.5,.4000000059604645,.1000000014901161,1,1
12,(49),m3,IKPCK,139,,,.4000000059604645,.5,.1000000014901161,1,1
12,(49),m3,IXIJM,105,,,.300000011920929,.6499999761581421,.0500000007450581,2,1
12,(49),m3,JDMRD,100,,,.3499999940395355,.1000000014901161,.550000011920929,2,1
12,(49),m3,JERHM,93,,,.1000000014901161,.0700000002980232,.8299999833106995,1,1
12,(49),m3,JJWQH,127,,,.0500000007450581,.0500000007450581,.8999999761581421,2,1
12,(49),m3,KGDEO,66,,,.25,.3499999940395355,.4000000059604645,2,1
12,(49),m3,KMTVC,108,,,.2000000029802322,.2000000029802322,.6000000238418579,1,1
12,(49),m3,KPQUF,67,,,.300000011920929,.300000011920929,.4000000059604645,6,1
12,(49),m3,KXHZX,79,,,.2000000029802322,.2000000029802322,.6000000238418579,3,1
12,(49),m3,KYQVB,81,,,.300000011920929,.4000000059604645,.300000011920929,4,1
12,(49),m3,LCSDI,134,,,.0199999995529652,.0199999995529652,.9599999785423279,5,1
12,(49),m3,LJPBD,145,,,.1000000014901161,.300000011920929,.6000000238418579,1,1
12,(49),m3,LMKYB,106,,,.2000000029802322,.4000000059604645,.4000000059604645,1,1
12,(49),m3,LVFGB,88,,,.699999988079071,.2000000029802322,.1000000014901161,2,1
12,(49),m3,LXMYX,130,,,.5,.25,.25,1,1
12,(49),m3,LYXBB,95,,,.2000000029802322,.300000011920929,.5,1,1
12,(49),m3,MLVJZ,129,,,.4000000059604645,.2000000029802322,.4000000059604645,5,
12,(49),m3,MMOYA,87,,,.1000000014901161,.2000000029802322,.699999988079071,1,1
12,(49),m3,MNRLM,120,,,.699999988079071,.2000000029802322,.1000000014901161,2,
12,(49),m3,MQOED,65,,,.0500000007450581,.0500000007450581,.8999999761581421,5,1
12,(49),m3,MREFB,149,,,.6000000238418579,.300000011920929,.1000000014901161,6,
12,(49),m3,MUPMA,116,,,.25,.300000011920929,.449999988079071,1,1
12,(49),m3,MYWHH,110,,,.1000000014901161,.2000000029802322,.699999988079071,1,1
12,(49),m3,NLTVU,160,,,.1500000059604645,.3499999940395355,.5,2,1
12,(49),m3,NQYQN,154,,,.800000011920929,.1500000059604645,.0500000007450581,4,1
12,(49),m3,OAKPV,128,,,.6000000238418579,.2000000029802322,.2000000029802322,4,1
12,(49),m3,OCSVL,121,,,.2199999988079071,.3400000035762787,.4399999976158142,2,1
12,(49),m3,ODNWH,77,,,.5,.300000011920929,.2000000029802322,1,
12,(49),m3,OOJMX,159,,,.5,.25,.25,1,1
12,(49),m3,OPAXV,114,,,.4000000059604645,.5,.1000000014901161,5,1
12,(49),m3,PEOLU,142,,,.2000000029802322,.1000000014901161,.699999988079071,2,1
12,(49),m3,PHTZT,150,,,.699999988079071,.1500000059604645,.1500000059604645,1,1
12,(49),m3,POXNY,148,,,.5,.1000000014901161,.4000000059604645,4,1
12,(49),m3,PYBWP,71,,,.25,.25,.5,3,1
12,(49),m3,PZCZV,96,,,.300000011920929,.4000000059604645,.300000011920929,3,1
12,(49),m3,QECXS,117,,,.5,.1000000014901161,.4000000059604645,1,1
12,(49),m3,QHNUD,143,,,.1000000014901161,.300000011920929,.6000000238418579,1,1
12,(49),m3,QKAZU,109,,,.2000000029802322,.4000000059604645,.4000000059604645,4,1
12,(49),m3,QRVVY,82,,,.25,.300000011920929,.449999988079071,1,1
12,(49),m3,QVBAP,104,,,0,.0500000007450581,.949999988079071,1,1
12,(49),m3,QXEPS,89,,,.300000011920929,.300000011920929,.4000000059604645,3,1
12,(49),m3,REAVM,155,,,.3899999856948853,.3199999928474426,.2899999916553497,3,1
12,(49),m3,RLFXE,124,,,.800000011920929,.0500000007450581,.1500000059604645,3,1
12,(49),m3,RRFWI,152,,,.1500000059604645,.300000011920929,.550000011920929,1,1
12,(49),m3,RRKTM,84,,,0,0,1,2,1
12,(49),m3,RSFYN,90,,,.4000000059604645,.25,.3499999940395355,3,1
12,(49),m3,SIBYL,99,,,.550000011920929,.2000000029802322,.25,1,1
12,(49),m3,SLETN,132,,,.300000011920929,.2000000029802322,.5,2,1
12,(49),m3,SLKSA,136,,,.1000000014901161,.25,.6499999761581421,1,1
12,(49),m3,SNJRM,123,,,.1000000014901161,.1000000014901161,.800000011920929,2,
12,(49),m3,TPCGC,72,,,.1000000014901161,.300000011920929,.6000000238418579,3,
12,(49),m3,USYLJ,92,,,.2000000029802322,.2000000029802322,.6000000238418579,2,
12,(49),m3,UUYLF,164,,,.5,.300000011920929,.2000000029802322,4,1
12,(49),m3,UWXVV,74,,,.4000000059604645,.1000000014901161,.5,1,1
12,(49),m3,VTIEK,137,,,.1500000059604645,.1500000059604645,.699999988079071,3,1
12,(49),m3,VTWWG,64,,,.2000000029802322,.300000011920929,.5,3,1
12,(49),m3,VWIIZ,119,,,.1000000014901161,.300000011920929,.6000000238418579,3,
12,(49),m3,VWQJN,98,,,.1000000014901161,.1000000014901161,.800000011920929,2,1
12,(49),m3,VWTHZ,118,,,.6000000238418579,.300000011920929,.1000000014901161,4,1
12,(49),m3,WOZHY,141,,,.0500000007450581,.0500000007450581,.8999999761581421,4,1
12,(49),m3,WSKMW,69,,,.5,.300000011920929,.2000000029802322,3,1
12,(49),m3,WTZSC,131,,,.300000011920929,.300000011920929,.4000000059604645,1,
12,(49),m3,WVBUA,147,,,.4000000059604645,.2000000029802322,.4000000059604645,2,1
12,(49),m3,XCRTP,133,,,.300000011920929,.4000000059604645,.300000011920929,1,1
12,(49),m3,XYJIX,140,,,.5,.4000000059604645,.1000000014901161,1,1
12,(49),m3,YEXRD,138,,,.1000000014901161,.4000000059604645,.5,2,1
12,(49),m3,YGDVU,103,,,.550000011920929,.25,.2000000029802322,4,1
12,(49),m3,YHEMK,70,,,.300000011920929,.300000011920929,.4000000059604645,2,1
12,(49),m3,YHGBZ,163,,,.2000000029802322,.300000011920929,.5,4,1
12,(49),m3,YIPBA,97,,,.1000000014901161,.25,.6499999761581421,1,1
12,(49),m3,YSSFZ,111,,,.800000011920929,.1000000014901161,.1000000014901161,3,1
12,(49),m3,ZCZJN,61,,,.1000000014901161,.5,.4000000059604645,2,1
12,(49),m3,ZDOYC,63,,,.300000011920929,.300000011920929,.4000000059604645,1,1
13,(50),m2,AGNPX,761,.40000001,1,,,,,1
13,(50),m2,AIRBM,850,.1,2,,,,,1
13,(50),m2,ARLEI,770,.80000001,1,,,,,1
13,(50),m2,BBECX,840,.34999999,6,,,,,1
13,(50),m2,BHPTI,844,.30000001,2,,,,,1
13,(50),m2,BIYDE,794,.34999999,2,,,,,1
13,(50),m2,BKCFP,827,.18000001,1,,,,,1
13,(50),m2,BNPKB,779,.2,3,,,,,1
13,(50),m2,BZRFC,826,.25,1,,,,,1
13,(50),m2,CHIBT,784,0,4,,,,,1
13,(50),m2,CHJWI,762,.1,5,,,,,1
13,(50),m2,COGEW,742,.050000001,7,,,,,
13,(50),m2,CUCGB,781,.1,2,,,,,1
13,(50),m2,CYLLX,780,.1,2,,,,,1
13,(50),m2,CYWGM,744,.2,3,,,,,1
13,(50),m2,DBEOL,768,.050000001,2,,,,,
13,(50),m2,DCRKI,832,.1,5,,,,,1
13,(50),m2,DLIYI,842,.34999999,2,,,,,1
13,(50),m2,DOPFI,746,0,4,,,,,
13,(50),m2,DPJYN,759,.050000001,1,,,,,1
13,(50),m2,DRIUI,788,.0099999998,6,,,,,1
13,(50),m2,DSMMR,748,.2,2,,,,,1
13,(50),m2,DUYEG,786,.60000002,3,,,,,1
13,(50),m2,EDRGS,782,.60000002,1,,,,,1
13,(50),m2,EFVYH,764,.75,6,,,,,1
13,(50),m2,EMHKN,736,.5,1,,,,,1
13,(50),m2,FDEEF,740,0,3,,,,,1
13,(50),m2,FGOQM,783,.1,2,,,,,1
13,(50),m2,FTHMZ,743,.80000001,1,,,,,1
13,(50),m2,FZDWW,796,.2,4,,,,,1
13,(50),m2,FZMNK,841,.5,3,,,,,1
13,(50),m2,GLFJZ,754,.15000001,1,,,,,1
13,(50),m2,GZRWQ,819,.1,5,,,,,1
13,(50),m2,HARNQ,727,0,7,,,,,1
13,(50),m2,HBEWR,752,.5,1,,,,,
13,(50),m2,HBQXZ,851,.1,4,,,,,1
13,(50),m2,HEJKB,812,.050000001,3,,,,,1
13,(50),m2,HFNSC,737,.1,1,,,,,1
13,(50),m2,HJBDQ,799,.38999999,3,,,,,1
13,(50),m2,HJEZS,810,.050000001,2,,,,,1
13,(50),m2,IBCCH,777,.1,6,,,,,1
13,(50),m2,ITXLG,755,.1,2,,,,,1
13,(50),m2,IXRCJ,805,.1,2,,,,,1
13,(50),m2,JAYYJ,734,.050000001,4,,,,,1
13,(50),m2,JDVOM,756,.1,2,,,,,1
13,(50),m2,JFFDX,820,.76999998,2,,,,,1
13,(50),m2,JJAGL,800,.55000001,1,,,,,1
13,(50),m2,JUSNB,817,.050000001,5,,,,,1
13,(50),m2,JVWRC,831,0,1,,,,,1
13,(50),m2,JXCTF,751,.02,2,,,,,1
13,(50),m2,KBPUC,767,.25,2,,,,,1
13,(50),m2,KCPRJ,813,.44999999,2,,,,,1
13,(50),m2,KIYTT,772,0,4,,,,,1
13,(50),m2,KRWHP,732,0,6,,,,,
13,(50),m2,KSQVW,769,.050000001,5,,,,,1
13,(50),m2,LFMEQ,823,.60000002,1,,,,,
13,(50),m2,LYFOV,828,.07,4,,,,,1
13,(50),m2,MHKGW,771,.1,1,,,,,1
13,(50),m2,MLXQY,791,.0099999998,3,,,,,1
13,(50),m2,MPQVV,846,.2,3,,,,,1
13,(50),m2,MWDSM,792,.1,3,,,,,1
13,(50),m2,MWTSC,818,.2,2,,,,,1
13,(50),m2,MXZEG,849,.69999999,1,,,,,1
13,(50),m2,NDNSG,847,.050000001,2,,,,,
13,(50),m2,NERZB,816,.51999998,2,,,,,1
13,(50),m2,OEXJH,745,.050000001,1,,,,,1
13,(50),m2,OJYDQ,730,.38999999,2,,,,,1
13,(50),m2,OLPSA,741,.5,5,,,,,1
13,(50),m2,OPSPN,735,.029999999,1,,,,,1
13,(50),m2,OTJYA,807,.050000001,6,,,,,1
13,(50),m2,PDSGL,757,.050000001,3,,,,,1
13,(50),m2,PGVWP,749,.15000001,1,,,,,1
13,(50),m2,PPZPY,822,.34999999,1,,,,,
13,(50),m2,PVBVQ,773,.029999999,3,,,,,1
13,(50),m2,PWJJQ,806,.25,1,,,,,1
13,(50),m2,QCTQV,803,.050000001,2,,,,,
13,(50),m2,QRNNV,778,.2,6,,,,,1
13,(50),m2,QYBZC,763,.1,5,,,,,1
13,(50),m2,RJKJF,790,.029999999,6,,,,,1
13,(50),m2,RKDZV,793,.079999998,2,,,,,1
13,(50),m2,RKTOH,774,.15000001,3,,,,,1
13,(50),m2,RQOBK,798,.2,2,,,,,
13,(50),m2,RTXTZ,738,.1,1,,,,,1
13,(50),m2,RZIII,728,.1,4,,,,,1
13,(50),m2,SKXRF,750,.40000001,2,,,,,1
13,(50),m2,SNNRO,801,.2,4,,,,,1
13,(50),m2,SOOYS,766,.1,2,,,,,1
13,(50),m2,SVOWQ,802,.40000001,2,,,,,1
13,(50),m2,SXMNT,775,.2,1,,,,,1
13,(50),m2,TDFNU,739,.15000001,3,,,,,
13,(50),m2,TDLLY,808,.2,1,,,,,1
13,(50),m2,TICTG,747,.0099999998,5,,,,,1
13,(50),m2,TLEEF,821,.1,1,,,,,1
13,(50),m2,TNUTC,785,.5,4,,,,,1
13,(50),m2,TPMTB,838,.19,1,,,,,1
13,(50),m2,TQUSO,829,.2,3,,,,,1
13,(50),m2,TVNAD,760,.60000002,4,,,,,1
13,(50),m2,TYDLF,848,.55000001,3,,,,,1
13,(50),m2,TZHAK,833,.1,2,,,,,1
13,(50),m2,UFEYS,776,.5,3,,,,,1
13,(50),m2,UONRK,804,.1,1,,,,,1
13,(50),m2,UXMBH,835,.1,3,,,,,1
13,(50),m2,UYSCS,797,.75,3,,,,,1
13,(50),m2,VBFGR,824,.40000001,4,,,,,1
13,(50),m2,VEOXL,834,.14,3,,,,,1
13,(50),m2,VHWFI,836,.5,4,,,,,1
13,(50),m2,VQQGL,726,.44999999,3,,,,,1
13,(50),m2,VSYYJ,843,.60000002,1,,,,,1
13,(50),m2,WEESC,729,.2,1,,,,,1
13,(50),m2,WEZFA,787,0,5,,,,,1
13,(50),m2,WOVCG,815,.1,1,,,,,
13,(50),m2,WTOCY,809,.2,2,,,,,1
13,(50),m2,WUKAA,731,.2,4,,,,,1
13,(50),m2,XDCSW,753,.0099999998,1,,,,,1
13,(50),m2,XEPOZ,837,.30000001,4,,,,,1
13,(50),m2,XJMAV,733,.1,2,,,,,1
13,(50),m2,XMREM,830,.050000001,1,,,,,1
13,(50),m2,XPQFY,758,.050000001,2,,,,,1
13,(50),m2,YIQTI,814,.40000001,5,,,,,1
13,(50),m2,YJPRG,825,.80000001,3,,,,,
13,(50),m2,YKWAH,839,.60000002,1,,,,,1
13,(50),m2,YMKYG,724,.15000001,1,,,,,1
13,(50),m2,YPCFD,795,.079999998,3,,,,,1
13,(50),m2,YQXIE,811,.40000001,2,,,,,1
13,(50),m2,YUMWF,765,.30000001,6,,,,,1
13,(50),m2,YYYQL,725,0,4,,,,,1
13,(50),m2,ZHMDL,789,.07,4,,,,,1
13,(50),m2,ZJGNP,845,.2,1,,,,,1
13,(50),m3,AFKFA,146,,,.1,.2,.699999988079071,2,1
13,(50),m3,AYJQH,156,,,.15,.15,.699999988079071,2,1
13,(50),m3,BGRYT,162,,,0,0,1,3,1
13,(50),m3,BNSRX,102,,,.05,.05,.8999999761581421,4,
13,(50),m3,BRCTI,125,,,0,.2,.800000011920929,5,1
13,(50),m3,BUTQG,68,,,.1,.1,.800000011920929,5,1
13,(50),m3,BXBPO,113,,,0,0,1,4,1
13,(50),m3,BYUFT,122,,,.08,.03,.8899999856948853,5,1
13,(50),m3,CQEXW,78,,,.25,.15,.6000000238418579,2,
13,(50),m3,CTDTP,144,,,.05,.05,.8999999761581421,1,1
13,(50),m3,CTPQT,83,,,.2,.2,.6000000238418579,4,1
13,(50),m3,DDLIA,157,,,.2,.1,.699999988079071,2,1
13,(50),m3,DMIIF,158,,,0,.05,.949999988079071,7,1
13,(50),m3,DOPUB,62,,,0,0,1,4,1
13,(50),m3,EALGQ,101,,,.2,.2,.6000000238418579,5,1
13,(50),m3,EXHNR,112,,,.05,.25,.699999988079071,2,
13,(50),m3,FFVHW,153,,,.15,.05,.800000011920929,2,1
13,(50),m3,FJTDI,126,,,.1,.05,.8500000238418579,2,1
13,(50),m3,FOMBY,76,,,.05,.05,.8999999761581421,4,1
13,(50),m3,FRHWQ,91,,,.1,.05,.8500000238418579,4,1
13,(50),m3,GCPKB,161,,,0,0,1,1,1
13,(50),m3,GFHGK,86,,,0,.05,.949999988079071,4,1
13,(50),m3,GLYRR,135,,,.1,.1,.800000011920929,5,1
13,(50),m3,GOQTH,94,,,.1,.1,.800000011920929,2,1
13,(50),m3,HDWQD,115,,,.05,.2,.75,1,1
13,(50),m3,HKTWT,151,,,0,.2,.800000011920929,1,1
13,(50),m3,HSACH,107,,,.05,.15,.800000011920929,4,1
13,(50),m3,HWAXH,85,,,.4,.55,.0500000007450581,5,1
13,(50),m3,HWHKM,75,,,.3,.05,.6499999761581421,4,1
13,(50),m3,HXXGB,80,,,.3,.45,.25,5,1
13,(50),m3,IEZOP,73,,,.3,.5,.2000000029802322,1,1
13,(50),m3,IKPCK,139,,,.3,.3,.4000000059604645,1,1
13,(50),m3,IXIJM,105,,,.03,.7,.2700000107288361,1,1
13,(50),m3,JDMRD,100,,,.3,.03,.6700000166893005,5,1
13,(50),m3,JERHM,93,,,.05,.03,.9200000166893005,5,1
13,(50),m3,JJWQH,127,,,.05,.05,.8999999761581421,5,1
13,(50),m3,KGDEO,66,,,.2,.25,.550000011920929,5,1
13,(50),m3,KMTVC,108,,,.05,.05,.8999999761581421,3,1
13,(50),m3,KPQUF,67,,,.1,.1,.800000011920929,5,1
13,(50),m3,KXHZX,79,,,.15,.15,.699999988079071,6,1
13,(50),m3,KYQVB,81,,,.2,.4,.4000000059604645,3,1
13,(50),m3,LCSDI,134,,,.02,.02,.9599999785423279,5,1
13,(50),m3,LJPBD,145,,,.025,.075,.8999999761581421,2,1
13,(50),m3,LMKYB,106,,,.4,.2,.4000000059604645,1,1
13,(50),m3,LVFGB,88,,,.4,.2,.4000000059604645,4,1
13,(50),m3,LXMYX,130,,,.2,.2,.6000000238418579,1,1
13,(50),m3,LYXBB,95,,,.1,.1,.800000011920929,2,1
13,(50),m3,MLVJZ,129,,,0,0,1,7,
13,(50),m3,MMOYA,87,,,0,0,1,7,1
13,(50),m3,MNRLM,120,,,.3,.5,.2000000029802322,1,
13,(50),m3,MQOED,65,,,.01,.02,.9700000286102295,3,1
13,(50),m3,MREFB,149,,,.2,.1,.699999988079071,1,
13,(50),m3,MUPMA,116,,,.05,.05,.8999999761581421,2,1
13,(50),m3,MYWHH,110,,,.1,.1,.800000011920929,1,1
13,(50),m3,NLTVU,160,,,.05,.2,.75,5,1
13,(50),m3,NQYQN,154,,,.4,.4,.2000000029802322,2,1
13,(50),m3,OAKPV,128,,,.65,.15,.2000000029802322,3,1
13,(50),m3,OCSVL,121,,,.28,.36,.3600000143051148,2,1
13,(50),m3,ODNWH,77,,,.3,.3,.4000000059604645,1,
13,(50),m3,OOJMX,159,,,.45,.12,.4300000071525574,1,1
13,(50),m3,OPAXV,114,,,0,.2,.800000011920929,3,1
13,(50),m3,PEOLU,142,,,0,0,1,3,1
13,(50),m3,PHTZT,150,,,.3,.05,.6499999761581421,2,1
13,(50),m3,POXNY,148,,,.2,.2,.6000000238418579,3,1
13,(50),m3,PYBWP,71,,,0,0,1,4,1
13,(50),m3,PZCZV,96,,,.2,.4,.4000000059604645,3,1
13,(50),m3,QECXS,117,,,.1,.1,.800000011920929,1,1
13,(50),m3,QHNUD,143,,,.05,.2,.75,1,1
13,(50),m3,QKAZU,109,,,.4,.3,.300000011920929,4,1
13,(50),m3,QRVVY,82,,,.2,.2,.6000000238418579,1,1
13,(50),m3,QVBAP,104,,,.05,.1,.8500000238418579,2,1
13,(50),m3,QXEPS,89,,,.4,.35,.25,3,1
13,(50),m3,REAVM,155,,,.12,.17,.7099999785423279,3,1
13,(50),m3,RLFXE,124,,,.2,.05,.75,4,1
13,(50),m3,RRFWI,152,,,0,0,1,4,1
13,(50),m3,RRKTM,84,,,0,0,1,2,1
13,(50),m3,RSFYN,90,,,.15,.2,.6499999761581421,4,1
13,(50),m3,SIBYL,99,,,.45,.15,.4000000059604645,1,1
13,(50),m3,SLETN,132,,,.1,.1,.800000011920929,4,1
13,(50),m3,SLKSA,136,,,.1,.2,.699999988079071,4,1
13,(50),m3,SNJRM,123,,,0,.2,.800000011920929,5,
13,(50),m3,TPCGC,72,,,.1,.1,.800000011920929,3,
13,(50),m3,USYLJ,92,,,.1,.1,.800000011920929,1,
13,(50),m3,UUYLF,164,,,.1,.1,.800000011920929,6,1
13,(50),m3,UWXVV,74,,,.05,.05,.8999999761581421,1,1
13,(50),m3,VTIEK,137,,,0,0,1,3,1
13,(50),m3,VTWWG,64,,,.1,.2,.699999988079071,5,1
13,(50),m3,VWIIZ,119,,,.1,.1,.800000011920929,3,
13,(50),m3,VWQJN,98,,,.1,.1,.800000011920929,2,1
13,(50),m3,VWTHZ,118,,,.2,.4,.4000000059604645,1,1
13,(50),m3,WOZHY,141,,,.1,.15,.75,4,1
13,(50),m3,WSKMW,69,,,.2,.2,.6000000238418579,3,1
13,(50),m3,WTZSC,131,,,.3,.3,.4000000059604645,1,
13,(50),m3,WVBUA,147,,,.2,.4,.4000000059604645,6,1
13,(50),m3,XCRTP,133,,,.5,.3,.2000000029802322,2,1
13,(50),m3,XYJIX,140,,,.2,.4,.4000000059604645,2,1
13,(50),m3,YEXRD,138,,,.4,.4,.2000000029802322,5,1
13,(50),m3,YGDVU,103,,,.7,.2,.1000000014901161,6,1
13,(50),m3,YHEMK,70,,,.1,.1,.800000011920929,2,1
13,(50),m3,YHGBZ,163,,,.1,.3,.6000000238418579,4,1
13,(50),m3,YIPBA,97,,,.1,.2,.699999988079071,3,1
13,(50),m3,YSSFZ,111,,,.1,.1,.800000011920929,6,1
13,(50),m3,ZCZJN,61,,,.1,.2,.699999988079071,3,1
13,(50),m3,ZDOYC,63,,,.2,.4,.4000000059604645,3,1
14,(51),m2,AGNPX,761,.60000002,1,,,,,1
14,(51),m2,AIRBM,850,.1,1,,,,,1
14,(51),m2,ARLEI,770,.80000001,1,,,,,1
14,(51),m2,BBECX,840,.5,5,,,,,1
14,(51),m2,BHPTI,844,.85000002,3,,,,,1
14,(51),m2,BIYDE,794,.40000001,1,,,,,1
14,(51),m2,BKCFP,827,.2,1,,,,,1
14,(51),m2,BNPKB,779,.30000001,4,,,,,1
14,(51),m2,BZRFC,826,.55000001,2,,,,,1
14,(51),m2,CHIBT,784,.30000001,4,,,,,1
14,(51),m2,CHJWI,762,.1,6,,,,,1
14,(51),m2,COGEW,742,.55000001,6,,,,,
14,(51),m2,CUCGB,781,.64999998,1,,,,,1
14,(51),m2,CYLLX,780,.2,2,,,,,1
14,(51),m2,CYWGM,744,.5,2,,,,,1
14,(51),m2,DBEOL,768,.1,2,,,,,
14,(51),m2,DCRKI,832,.89999998,4,,,,,1
14,(51),m2,DLIYI,842,.34999999,2,,,,,1
14,(51),m2,DOPFI,746,.1,3,,,,,
14,(51),m2,DPJYN,759,.1,2,,,,,1
14,(51),m2,DRIUI,788,.1,4,,,,,1
14,(51),m2,DSMMR,748,.25,2,,,,,1
14,(51),m2,DUYEG,786,.80000001,2,,,,,1
14,(51),m2,EDRGS,782,.69999999,1,,,,,1
14,(51),m2,EFVYH,764,.30000001,5,,,,,1
14,(51),m2,EMHKN,736,.5,1,,,,,1
14,(51),m2,FDEEF,740,.40000001,3,,,,,1
14,(51),m2,FGOQM,783,.2,2,,,,,1
14,(51),m2,FTHMZ,743,.75999999,1,,,,,1
14,(51),m2,FZDWW,796,.5,3,,,,,1
14,(51),m2,FZMNK,841,.25,2,,,,,1
14,(51),m2,GLFJZ,754,.2,1,,,,,1
14,(51),m2,GZRWQ,819,.029999999,5,,,,,1
14,(51),m2,HARNQ,727,0,5,,,,,1
14,(51),m2,HBEWR,752,.5,2,,,,,
14,(51),m2,HBQXZ,851,.2,2,,,,,1
14,(51),m2,HEJKB,812,.40000001,3,,,,,1
14,(51),m2,HFNSC,737,.2,2,,,,,1
14,(51),m2,HJBDQ,799,.44999999,3,,,,,1
14,(51),m2,HJEZS,810,.5,2,,,,,1
14,(51),m2,IBCCH,777,.30000001,2,,,,,1
14,(51),m2,ITXLG,755,.30000001,2,,,,,1
14,(51),m2,IXRCJ,805,.40000001,3,,,,,1
14,(51),m2,JAYYJ,734,.25,3,,,,,1
14,(51),m2,JDVOM,756,.69999999,2,,,,,1
14,(51),m2,JFFDX,820,.94999999,2,,,,,1
14,(51),m2,JJAGL,800,.64999998,1,,,,,1
14,(51),m2,JUSNB,817,.1,4,,,,,1
14,(51),m2,JVWRC,831,0,1,,,,,1
14,(51),m2,JXCTF,751,.33000001,2,,,,,1
14,(51),m2,KBPUC,767,.44999999,3,,,,,1
14,(51),m2,KCPRJ,813,.69999999,2,,,,,1
14,(51),m2,KIYTT,772,.30000001,2,,,,,1
14,(51),m2,KRWHP,732,.40000001,5,,,,,
14,(51),m2,KSQVW,769,.25,4,,,,,1
14,(51),m2,LFMEQ,823,.55000001,1,,,,,
14,(51),m2,LYFOV,828,.1,3,,,,,1
14,(51),m2,MHKGW,771,.69999999,1,,,,,1
14,(51),m2,MLXQY,791,.2,1,,,,,1
14,(51),m2,MPQVV,846,.30000001,5,,,,,1
14,(51),m2,MWDSM,792,.40000001,1,,,,,1
14,(51),m2,MWTSC,818,.30000001,2,,,,,1
14,(51),m2,MXZEG,849,.69999999,2,,,,,1
14,(51),m2,NDNSG,847,.25,3,,,,,
14,(51),m2,NERZB,816,.91000003,2,,,,,1
14,(51),m2,OEXJH,745,.2,1,,,,,1
14,(51),m2,OJYDQ,730,.38,2,,,,,1
14,(51),m2,OLPSA,741,.69999999,3,,,,,1
14,(51),m2,OPSPN,735,.22,1,,,,,1
14,(51),m2,OTJYA,807,.1,4,,,,,1
14,(51),m2,PDSGL,757,.5,2,,,,,1
14,(51),m2,PGVWP,749,.60000002,1,,,,,1
14,(51),m2,PPZPY,822,.40000001,1,,,,,
14,(51),m2,PVBVQ,773,.25,4,,,,,1
14,(51),m2,PWJJQ,806,.5,1,,,,,1
14,(51),m2,QCTQV,803,.059999999,1,,,,,
14,(51),m2,QRNNV,778,.2,6,,,,,1
14,(51),m2,QYBZC,763,.30000001,3,,,,,1
14,(51),m2,RJKJF,790,.16,3,,,,,1
14,(51),m2,RKDZV,793,.38,1,,,,,1
14,(51),m2,RKTOH,774,.25,2,,,,,1
14,(51),m2,RQOBK,798,.40000001,2,,,,,
14,(51),m2,RTXTZ,738,.40000001,1,,,,,1
14,(51),m2,RZIII,728,.55000001,5,,,,,1
14,(51),m2,SKXRF,750,.75,3,,,,,1
14,(51),m2,SNNRO,801,.1,2,,,,,1
14,(51),m2,SOOYS,766,.2,3,,,,,1
14,(51),m2,SVOWQ,802,.44999999,3,,,,,1
14,(51),m2,SXMNT,775,.60000002,3,,,,,1
14,(51),m2,TDFNU,739,.40000001,2,,,,,
14,(51),m2,TDLLY,808,.5,4,,,,,1
14,(51),m2,TICTG,747,.2,5,,,,,1
14,(51),m2,TLEEF,821,.25,1,,,,,1
14,(51),m2,TNUTC,785,.60000002,3,,,,,1
14,(51),m2,TPMTB,838,.16,1,,,,,1
14,(51),m2,TQUSO,829,.5,3,,,,,1
